Service Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Stryker Blade Cross Cut Recip Rasp,UHHS UHC,35155,UHC Suburb Surg Ct,Tech,378.00
Stryker Blade Curved Hip Sharp Tip NS 0242200024,UHHS UHC,57099,UHC Suburb Surg Ct,Tech,450.00
Stryker Blade Dble Side 0277096277,UHHS UHC,38547,UHC Suburb Surg Ct,Tech,91.00
Stryker Blade Dual Cut 90,UHHS UHC,21708,UHC Suburb Surg Ct,Tech,148.00
Stryker Blade IntraOral 2296,UHHS UHC,35160,UHC Suburb Surg Ct,Tech,301.00
Stryker Blade Intraoral 5400,UHHS UHC,18490,UHC Suburb Surg Ct,Tech,322.00
Stryker Blade Med Mill Bone 5400701000,UHHS UHC,61285,UHC Suburb Surg Ct,Tech,952.00
Stryker Blade Narrow 2108152000,UHHS UHC,18737,UHC Suburb Surg Ct,Tech,74.00
Stryker Blade Neuro 2296,UHHS UHC,33503,UHC Suburb Surg Ct,Tech,101.00
Stryker blade o/s 2296003XXX,UHHS UHC,17829,UHC Suburb Surg Ct,Tech,121.00
Stryker Blade Ocs Tip Falcon 6725127090,UHHS UHC,62603,UHC Suburb Surg Ct,Tech,108.00
Stryker Blade Osc 6525127105,UHHS UHC,32673,UHC Suburb Surg Ct,Tech,409.00
Stryker Blade Oscil 0277031416S1,UHHS UHC,39148,UHC Suburb Surg Ct,Tech,225.00
Stryker Blade Osteotomy Vert Short,UHHS UHC,35156,UHC Suburb Surg Ct,Tech,321.00
Stryker Blade Precision 2296003212,UHHS UHC,18735,UHC Suburb Surg Ct,Tech,103.00
Stryker Blade Precision 5100,UHHS UHC,33507,UHC Suburb Surg Ct,Tech,214.00
Stryker Blade Precision 6725127105,UHHS UHC,62404,UHC Suburb Surg Ct,Tech,"1,407.00"
Stryker blade recip 0277,UHHS UHC,16643,UHC Suburb Surg Ct,Tech,103.00
Stryker Blade Recip 5100037xx,UHHS UHC,39144,UHC Suburb Surg Ct,Tech,223.00
Stryker Blade Recip 51001371xx,UHHS UHC,39145,UHC Suburb Surg Ct,Tech,191.00
Stryker Blade Recip Precision Thin 5100437010,UHHS UHC,61521,UHC Suburb Surg Ct,Tech,900.00
Stryker Blade Recip Taper 5100037233,UHHS UHC,35157,UHC Suburb Surg Ct,Tech,229.00
Stryker Blade Reciproc 5100,UHHS UHC,33506,UHC Suburb Surg Ct,Tech,208.00
Stryker Blade Resector 5.0mm  Resector 0375552000,UHHS UHC,40302,UHC Suburb Surg Ct,Tech,185.00
Stryker Blade Rt Ang 2296003109S2,UHHS UHC,40317,UHC Suburb Surg Ct,Tech,89.00
Stryker blade rt angle 5-6mm 229633324,UHHS UHC,16336,UHC Suburb Surg Ct,Tech,83.00
Stryker Blade Sag 2108115000,UHHS UHC,39498,UHC Suburb Surg Ct,Tech,88.00
Stryker Blade Sag 2108118000,UHHS UHC,39496,UHC Suburb Surg Ct,Tech,97.00
Stryker Blade Sag 6113127090,UHHS UHC,38418,UHC Suburb Surg Ct,Tech,146.00
Stryker Blade Sagital 6125119090,UHHS UHC,58379,UHC Suburb Surg Ct,Tech,150.00
Stryker Blade Sagittal 18x90x1.27 4118127090,UHHS UHC,61721,UHC Suburb Surg Ct,Tech,120.00
Stryker Blade Sagittal 25mm 4125137090,UHHS UHC,39143,UHC Suburb Surg Ct,Tech,147.00
Stryker Blade Sagittal Saw 6113119090,UHHS UHC,54035,UHC Suburb Surg Ct,Tech,162.00
Stryker Blade Samurai CAT00227,UHHS UHC,41766,UHC Suburb Surg Ct,Tech,585.00
Stryker Blade Saw 0277096325,UHHS UHC,31154,UHC Suburb Surg Ct,Tech,116.00
Stryker blade saw 2108102000,UHHS UHC,18489,UHC Suburb Surg Ct,Tech,81.00
Stryker Blade Saw 90x30 412119090,UHHS UHC,33505,UHC Suburb Surg Ct,Tech,130.00
Stryker Blade Saw Sagittal 6118089090,UHHS UHC,59723,UHC Suburb Surg Ct,Tech,162.00
Stryker Blade Shaver Aggressive 0275638000,UHHS UHC,56759,UHC Suburb Surg Ct,Tech,180.00
Stryker Blade Shaver End Cutter 0275747000,UHHS UHC,56758,UHC Suburb Surg Ct,Tech,155.00
Stryker Blocker 48230000,UHHS UHC,34578,UHC Suburb Surg Ct,Tech,621.00
Stryker Blocker Oasys 48551000,UHHS UHC,30945,UHC Suburb Surg Ct,Tech,270.00
Stryker Blocker XIA II 03756230,UHHS UHC,30946,UHC Suburb Surg Ct,Tech,270.00
Stryker Bone C Plug AVS 77102xxx,UHHS UHC,34651,UHC Suburb Surg Ct,Tech,"3,564.00"
Stryker Bone Cement W/Tobra,UHHS UHC,21412,UHC Suburb Surg Ct,Tech,690.00
Stryker Bur 0277010062,UHHS UHC,20716,UHC Suburb Surg Ct,Tech,92.00
Stryker Bur 4.0mm 0375941012,UHHS UHC,55931,UHC Suburb Surg Ct,Tech,200.00
Stryker Bur Carbide Round S2 Mini 5452100xxC,UHHS UHC,60953,UHC Suburb Surg Ct,Tech,525.00
Stryker Bur Elite Round Diamond Coarse 58200130x0,UHHS UHC,62600,UHC Suburb Surg Ct,Tech,424.00
Stryker Bur Elite Tapered Diamond 5820123x54,UHHS UHC,62601,UHC Suburb Surg Ct,Tech,424.00
Stryker Bur Precision Match head 8470107530,UHHS UHC,62643,UHC Suburb Surg Ct,Tech,715.00
Stryker Bur Precision Round 58200090x0,UHHS UHC,62602,UHC Suburb Surg Ct,Tech,752.00
Stryker Bur Round 4.0mm 5820110040C,UHHS UHC,61284,UHC Suburb Surg Ct,Tech,826.00
Stryker Bur Round 5820cx1x0,UHHS UHC,55178,UHC Suburb Surg Ct,Tech,425.00
Stryker Bur Round Carbide S2 Mini 545201000xC,UHHS UHC,60977,UHC Suburb Surg Ct,Tech,525.00
Stryker Bur Round Diamond S2 Mini 545201200x,UHHS UHC,60952,UHC Suburb Surg Ct,Tech,525.00
Stryker Bur Round Diamond S2 Mini 5452012010,UHHS UHC,60980,UHC Suburb Surg Ct,Tech,525.00
Stryker Bur XL Round Diamond 0485860000,UHHS UHC,62717,UHC Suburb Surg Ct,Tech,866.00
Stryker burr 1608,UHHS UHC,15957,UHC Suburb Surg Ct,Tech,153.00
Stryker Burr 1608006137,UHHS UHC,34637,UHC Suburb Surg Ct,Tech,148.00
Stryker burr 1608683,UHHS UHC,15326,UHC Suburb Surg Ct,Tech,221.00
Stryker Burr 2.0mm  Round Diamond 1608687,UHHS UHC,21803,UHC Suburb Surg Ct,Tech,221.00
Stryker Burr 3mm 8420107030,UHHS UHC,31083,UHC Suburb Surg Ct,Tech,575.00
Stryker Burr 3mm Dia 8420107130,UHHS UHC,31084,UHC Suburb Surg Ct,Tech,575.00
Stryker Burr 4.0 5820010640,UHHS UHC,39324,UHC Suburb Surg Ct,Tech,326.00
Stryker Burr 4.0 5820013040,UHHS UHC,39325,UHC Suburb Surg Ct,Tech,288.00
Stryker Burr 4mm 1607002035,UHHS UHC,35149,UHC Suburb Surg Ct,Tech,107.00
Stryker Burr 4x48 5300010307,UHHS UHC,38417,UHC Suburb Surg Ct,Tech,143.00
Stryker Burr 5.5 0275950000,UHHS UHC,40920,UHC Suburb Surg Ct,Tech,171.00
Stryker Burr 5.5x95.3 5300020903,UHHS UHC,41878,UHC Suburb Surg Ct,Tech,99.00
Stryker Burr 5300010303,UHHS UHC,40928,UHC Suburb Surg Ct,Tech,143.00
Stryker Burr 5400071057,UHHS UHC,41350,UHC Suburb Surg Ct,Tech,384.00
Stryker burr 5820,UHHS UHC,18495,UHC Suburb Surg Ct,Tech,425.00
Stryker Burr 58200100xx,UHHS UHC,34942,UHC Suburb Surg Ct,Tech,243.00
Stryker Burr 58200101xx,UHHS UHC,34943,UHC Suburb Surg Ct,Tech,425.00
Stryker Burr 6.1mm 1608002005,UHHS UHC,21666,UHC Suburb Surg Ct,Tech,140.00
Stryker Burr 6mm 1607002003,UHHS UHC,35150,UHC Suburb Surg Ct,Tech,153.00
Stryker Burr 6mm 5120010060,UHHS UHC,40019,UHC Suburb Surg Ct,Tech,284.00
Stryker Burr 6x44.5 Rnd 1607002015,UHHS UHC,35152,UHC Suburb Surg Ct,Tech,189.00
Stryker Burr 7x44.5 Rnd 1607002017,UHHS UHC,35153,UHC Suburb Surg Ct,Tech,153.00
Stryker Burr 8x44.5 Rnd 1607002041,UHHS UHC,35154,UHC Suburb Surg Ct,Tech,153.00
Stryker Burr Cornerstone 5120020xxxS1,UHHS UHC,42739,UHC Suburb Surg Ct,Tech,597.00
Stryker burr hole cover 10mm 5506372,UHHS UHC,16311,UHC Suburb Surg Ct,Tech,529.00
Stryker burr hole cover 10mm malleable,UHHS UHC,16312,UHC Suburb Surg Ct,Tech,593.00
Stryker burr hole cover 14mm 5506370,UHHS UHC,16313,UHC Suburb Surg Ct,Tech,529.00
Stryker burr hole cover 14mm malleable,UHHS UHC,16314,UHC Suburb Surg Ct,Tech,593.00
Stryker burr hole cover 20mm,UHHS UHC,13913,UHC Suburb Surg Ct,Tech,585.00
Stryker burr hole cover 7-14mm,UHHS UHC,13914,UHC Suburb Surg Ct,Tech,581.00
Stryker burr hole cover 7mm 5506375,UHHS UHC,16309,UHC Suburb Surg Ct,Tech,529.00
Stryker burr hole cover 7mm malleable 5506376,UHHS UHC,16310,UHC Suburb Surg Ct,Tech,593.00
Stryker burr hole cvr 9203510,UHHS UHC,26895,UHC Suburb Surg Ct,Tech,450.00
Stryker burr hole cvr 9203514,UHHS UHC,26896,UHC Suburb Surg Ct,Tech,450.00
Stryker Burr MIS 2/3mm 8420010120/30,UHHS UHC,34655,UHC Suburb Surg Ct,Tech,575.00
Stryker Burr MIS 3mm 8420107530,UHHS UHC,34656,UHC Suburb Surg Ct,Tech,294.00
Stryker Burr Neuro 5820107,UHHS UHC,33306,UHC Suburb Surg Ct,Tech,263.00
Stryker Burr Precision 52200305x0,UHHS UHC,33304,UHC Suburb Surg Ct,Tech,410.00
Stryker Burr Round 2.4 1608006147,UHHS UHC,60825,UHC Suburb Surg Ct,Tech,137.00
Stryker Burr Round Diamond 58200120xx,UHHS UHC,34629,UHC Suburb Surg Ct,Tech,425.00
Stryker Burr Round Short 3.2 1608006149,UHHS UHC,60824,UHC Suburb Surg Ct,Tech,148.00
Stryker Burr Router 540007205x,UHHS UHC,33305,UHC Suburb Surg Ct,Tech,384.00
Stryker Burr Router Straight 5820070011,UHHS UHC,34630,UHC Suburb Surg Ct,Tech,263.00
Stryker Burr Sm 0375628000,UHHS UHC,39141,UHC Suburb Surg Ct,Tech,144.00
Stryker Cable Set Dall Milles 67040510,UHHS UHC,32514,UHC Suburb Surg Ct,Tech,745.00
Stryker Cable/Sleeve Bead 2.0 67040520,UHHS UHC,39154,UHC Suburb Surg Ct,Tech,"1,110.00"
Stryker Cable/sleeve set dall miles 1.6mm 67040410,UHHS UHC,18744,UHC Suburb Surg Ct,Tech,983.00
Stryker Cage 48291820,UHHS UHC,34582,UHC Suburb Surg Ct,Tech,"18,327.00"
Stryker Cage 48291825,UHHS UHC,34583,UHC Suburb Surg Ct,Tech,"19,129.00"
Stryker Cage 48291832,UHHS UHC,34586,UHC Suburb Surg Ct,Tech,"20,735.00"
Stryker Cage 48292225,UHHS UHC,34584,UHC Suburb Surg Ct,Tech,"19,397.00"
Stryker Cage 48292232,UHHS UHC,34585,UHC Suburb Surg Ct,Tech,"20,131.00"
Stryker Cage 48292237,UHHS UHC,34587,UHC Suburb Surg Ct,Tech,"20,801.00"
Stryker Cage 4D  48323084,UHHS UHC,41795,UHC Suburb Surg Ct,Tech,"7,500.00"
Stryker Cage 4D 48323074,UHHS UHC,38207,UHC Suburb Surg Ct,Tech,"7,500.00"
Stryker Calcar Body 62764xxx,UHHS UHC,37705,UHC Suburb Surg Ct,Tech,"14,366.00"
Stryker Canc Bone Chips 30ml 777230,UHHS UHC,34627,UHC Suburb Surg Ct,Tech,"1,149.00"
Stryker Canc Bone Chips 30ml 777260,UHHS UHC,34628,UHC Suburb Surg Ct,Tech,"1,569.00"
Stryker Cannula Flowport II w/Obturator 165mm CAT02438,UHHS UHC,62719,UHC Suburb Surg Ct,Tech,900.00
Stryker Cannula Venom 20G 0406660125,UHHS UHC,53336,UHC Suburb Surg Ct,Tech,114.00
Stryker Cannula w/Stylet 17,UHHS UHC,30628,UHC Suburb Surg Ct,Tech,271.00
"Stryker Cannula, Venom 20G 0406660225",UHHS UHC,61217,UHC Suburb Surg Ct,Tech,128.00
Stryker Cap 5.0 50271050,UHHS UHC,41266,UHC Suburb Surg Ct,Tech,153.00
Stryker Catheter DT D7DR252RT,UHHS UHC,42747,UHC Suburb Surg Ct,Tech,408.00
Stryker CBC II Blood Conv Syst 022502891,UHHS UHC,35457,UHC Suburb Surg Ct,Tech,543.00
Stryker Cement Bone 10ML 397010,UHHS UHC,35912,UHC Suburb Surg Ct,Tech,"8,733.00"
Stryker Cement Bone 5ML 397005,UHHS UHC,35911,UHC Suburb Surg Ct,Tech,"5,104.00"
Stryker Cement Bone Simplex P 61xx1010,UHHS UHC,14795,UHC Suburb Surg Ct,Tech,180.00
Stryker Cement Injectable 397015,UHHS UHC,35913,UHC Suburb Surg Ct,Tech,"12,555.00"
Stryker Cement Simplex HV 61941010,UHHS UHC,40615,UHC Suburb Surg Ct,Tech,180.00
Stryker Cement Simplex HV Gent 61951010,UHHS UHC,40616,UHC Suburb Surg Ct,Tech,600.00
Stryker Clamp Micro LP Pin 49603025,UHHS UHC,42703,UHC Suburb Surg Ct,Tech,"3,395.00"
Stryker Clamp Micro Multi Pin 49602020,UHHS UHC,42693,UHC Suburb Surg Ct,Tech,"1,906.00"
Stryker Clamp Multi Pin 49602030,UHHS UHC,37237,UHC Suburb Surg Ct,Tech,"1,906.00"
Stryker Clamp Multi Pin 49603020,UHHS UHC,37239,UHC Suburb Surg Ct,Tech,"3,395.00"
Stryker Clamp Pin/Rod 49601020,UHHS UHC,37235,UHC Suburb Surg Ct,Tech,"1,877.00"
Stryker Clamp Rod to Rod 49601010,UHHS UHC,37234,UHC Suburb Surg Ct,Tech,"1,877.00"
Stryker Clamp Rod to Rod 49601060,UHHS UHC,37236,UHC Suburb Surg Ct,Tech,"1,906.00"
Stryker Cone Body 627610xx,UHHS UHC,37121,UHC Suburb Surg Ct,Tech,"13,777.00"
Stryker Cone Body 627611xx,UHHS UHC,37122,UHC Suburb Surg Ct,Tech,"13,777.00"
Stryker Cone Body 627612xx,UHHS UHC,37123,UHC Suburb Surg Ct,Tech,"13,777.00"
Stryker Cone Body 627613xx,UHHS UHC,37124,UHC Suburb Surg Ct,Tech,"13,777.00"
Stryker Connector 485510xx,UHHS UHC,32495,UHC Suburb Surg Ct,Tech,"1,451.00"
Stryker Cotton Wedge 22 310219xx,UHHS UHC,53122,UHC Suburb Surg Ct,Tech,"3,366.00"
Stryker Countersink Cann 2.0/2.5 9071003,UHHS UHC,42690,UHC Suburb Surg Ct,Tech,464.00
Stryker Countersink for Screws 4580040,UHHS UHC,38411,UHC Suburb Surg Ct,Tech,395.00
Stryker Countersink w/Dental Shaft 60804xx,UHHS UHC,42669,UHC Suburb Surg Ct,Tech,452.00
Stryker Coupler P to R 49221020,UHHS UHC,41298,UHC Suburb Surg Ct,Tech,"1,917.00"
Stryker Coupler P to R 49221030,UHHS UHC,41302,UHC Suburb Surg Ct,Tech,"2,014.00"
Stryker Coupler R to R 49221010,UHHS UHC,41300,UHC Suburb Surg Ct,Tech,"2,014.00"
Stryker Coupler R to R 492210x5,UHHS UHC,41317,UHC Suburb Surg Ct,Tech,"2,844.00"
Stryker coupler R to T 49211100,UHHS UHC,41295,UHC Suburb Surg Ct,Tech,"1,915.00"
Stryker CR Tibial Triathlon 5530G511,UHHS UHC,32674,UHC Suburb Surg Ct,Tech,"3,821.00"
Stryker cranial cust implnt lg,UHHS UHC,14616,UHC Suburb Surg Ct,Tech,"32,250.00"
Stryker cranial cust implnt md,UHHS UHC,14615,UHC Suburb Surg Ct,Tech,"27,000.00"
Stryker cranial cust implnt sm,UHHS UHC,14614,UHC Suburb Surg Ct,Tech,"21,500.00"
Stryker cranial cust implnt xlg,UHHS UHC,14617,UHC Suburb Surg Ct,Tech,"40,000.00"
Stryker Cross Pin 1.5,UHHS UHC,21756,UHC Suburb Surg Ct,Tech,149.00
Stryker Cross Pin 1.5 9215994/5,UHHS UHC,34944,UHC Suburb Surg Ct,Tech,150.00
Stryker Cross Pin 1.7 50170xx,UHHS UHC,13915,UHC Suburb Surg Ct,Tech,147.00
Stryker cross pin 1.7 50175XX,UHHS UHC,18517,UHC Suburb Surg Ct,Tech,191.00
Stryker cross pin 1.7 50179XX,UHHS UHC,18518,UHC Suburb Surg Ct,Tech,165.00
Stryker cross pin 1.9 501900x,UHHS UHC,26837,UHC Suburb Surg Ct,Tech,132.00
Stryker cross pin 2 50204XX,UHHS UHC,18519,UHC Suburb Surg Ct,Tech,139.00
Stryker cross pin 2 50205XX,UHHS UHC,18521,UHC Suburb Surg Ct,Tech,252.00
Stryker cross pin 2 50207XX,UHHS UHC,18522,UHC Suburb Surg Ct,Tech,168.00
Stryker cross pin 2 50209XX,UHHS UHC,18523,UHC Suburb Surg Ct,Tech,186.00
Stryker cross pin 2.3 50234XX,UHHS UHC,18524,UHC Suburb Surg Ct,Tech,170.00
Stryker cross pin 2.3 50235xx,UHHS UHC,26838,UHC Suburb Surg Ct,Tech,291.00
Stryker Cross Pin 2.3 50237xx,UHHS UHC,37130,UHC Suburb Surg Ct,Tech,183.00
Stryker Cross Pin 2.7 50274xx,UHHS UHC,37131,UHC Suburb Surg Ct,Tech,190.00
Stryker Cross Pin 2.7 50275xx,UHHS UHC,37132,UHC Suburb Surg Ct,Tech,324.00
Stryker Cross Pin 50-1400x,UHHS UHC,33667,UHC Suburb Surg Ct,Tech,180.00
Stryker cross pin 5020418/20,UHHS UHC,18520,UHC Suburb Surg Ct,Tech,169.00
Stryker Cross Pin 561593x,UHHS UHC,40109,UHC Suburb Surg Ct,Tech,150.00
Stryker Crossflow Inflow Tubing/Cassette 450000100,UHHS UHC,55932,UHC Suburb Surg Ct,Tech,213.00
Stryker Cutter Heliocoidal 5120080030,UHHS UHC,34823,UHC Suburb Surg Ct,Tech,442.00
Stryker Dekompressor Kit 1.5mm,UHHS UHC,30627,UHC Suburb Surg Ct,Tech,"5,860.00"
Stryker Dekompressor Kit 1mm,UHHS UHC,30630,UHC Suburb Surg Ct,Tech,"4,469.00"
"Stryker Dekompressor Kit 9""",UHHS UHC,30629,UHC Suburb Surg Ct,Tech,"4,497.00"
Stryker Distal Spacer 1059231x,UHHS UHC,40556,UHC Suburb Surg Ct,Tech,383.00
Stryker Drainage System 6650,UHHS UHC,37300,UHC Suburb Surg Ct,Tech,95.00
Stryker Dril Overdrill 70370x,UHHS UHC,41264,UHC Suburb Surg Ct,Tech,487.00
Stryker Drill 1.3 6013570,UHHS UHC,33674,UHC Suburb Surg Ct,Tech,324.00
Stryker Drill 1.4 3910500568,UHHS UHC,40937,UHC Suburb Surg Ct,Tech,570.00
Stryker Drill 1.5 6015920,UHHS UHC,41880,UHC Suburb Surg Ct,Tech,458.00
Stryker Drill 1.6 6015520,UHHS UHC,37295,UHC Suburb Surg Ct,Tech,"1,206.00"
Stryker drill 1.6 60165XX,UHHS UHC,18510,UHC Suburb Surg Ct,Tech,354.00
Stryker drill 1.6 6016820,UHHS UHC,18511,UHC Suburb Surg Ct,Tech,678.00
Stryker Drill 1.6 9216135,UHHS UHC,37297,UHC Suburb Surg Ct,Tech,685.00
Stryker Drill 1.6 9260165,UHHS UHC,37299,UHC Suburb Surg Ct,Tech,759.00
Stryker drill 1.9 6019035,UHHS UHC,18512,UHC Suburb Surg Ct,Tech,427.00
Stryker Drill 1.9 6019135,UHHS UHC,37296,UHC Suburb Surg Ct,Tech,729.00
Stryker Drill 1.9 6019326,UHHS UHC,32516,UHC Suburb Surg Ct,Tech,360.00
Stryker Drill 10mm 48510610,UHHS UHC,30947,UHC Suburb Surg Ct,Tech,629.00
Stryker Drill 12/16/18mm 48510612/16/18,UHHS UHC,30948,UHC Suburb Surg Ct,Tech,631.00
Stryker Drill 122 703701/02,UHHS UHC,38200,UHC Suburb Surg Ct,Tech,488.00
Stryker Drill 13200190,UHHS UHC,41865,UHC Suburb Surg Ct,Tech,"7,713.00"
Stryker Drill 13203042S,UHHS UHC,18492,UHC Suburb Surg Ct,Tech,405.00
Stryker Drill 2.0 6020012,UHHS UHC,41352,UHC Suburb Surg Ct,Tech,409.00
Stryker Drill 2.0mm 4527010,UHHS UHC,39150,UHC Suburb Surg Ct,Tech,336.00
Stryker Drill 2.3 3910500569,UHHS UHC,40938,UHC Suburb Surg Ct,Tech,627.00
Stryker Drill 2.3 9219135,UHHS UHC,41354,UHC Suburb Surg Ct,Tech,752.00
Stryker Drill 2.5 48328810,UHHS UHC,38205,UHC Suburb Surg Ct,Tech,"1,261.00"
Stryker Drill 2.5 4877151x,UHHS UHC,37298,UHC Suburb Surg Ct,Tech,756.00
Stryker Drill 2.5/3.5 48560323,UHHS UHC,32508,UHC Suburb Surg Ct,Tech,725.00
Stryker Drill 2.5x10 48328910,UHHS UHC,38203,UHC Suburb Surg Ct,Tech,625.00
Stryker Drill 2.5x125 700347,UHHS UHC,40386,UHC Suburb Surg Ct,Tech,399.00
Stryker Drill 2.6 4535010,UHHS UHC,38415,UHC Suburb Surg Ct,Tech,395.00
Stryker Drill 3.1x229 702742,UHHS UHC,40387,UHC Suburb Surg Ct,Tech,349.00
Stryker Drill 3.5 18063555S,UHHS UHC,40764,UHC Suburb Surg Ct,Tech,450.00
Stryker Drill 3.5 180635x0S,UHHS UHC,40765,UHC Suburb Surg Ct,Tech,586.00
Stryker Drill 3.5mm 705251,UHHS UHC,53941,UHC Suburb Surg Ct,Tech,"1,092.00"
Stryker Drill 3.6 4535020,UHHS UHC,38416,UHC Suburb Surg Ct,Tech,372.00
Stryker Drill 31700000,UHHS UHC,32517,UHC Suburb Surg Ct,Tech,153.00
Stryker Drill 4.0 18064000S,UHHS UHC,40766,UHC Suburb Surg Ct,Tech,586.00
Stryker Drill 4.0/4.5 Gray 5085204x,UHHS UHC,41579,UHC Suburb Surg Ct,Tech,326.00
Stryker drill 4.2 18064255S,UHHS UHC,17588,UHC Suburb Surg Ct,Tech,593.00
Stryker Drill 4.2 18064270S,UHHS UHC,17589,UHC Suburb Surg Ct,Tech,410.00
Stryker drill 4.2 18064280S,UHHS UHC,17590,UHC Suburb Surg Ct,Tech,572.00
Stryker drill 4.2 18064290S,UHHS UHC,17591,UHC Suburb Surg Ct,Tech,712.00
Stryker Drill 4.2 180642x0S,UHHS UHC,40767,UHC Suburb Surg Ct,Tech,571.00
Stryker Drill 4.2 18068018S,UHHS UHC,40768,UHC Suburb Surg Ct,Tech,580.00
Stryker Drill 487706xx,UHHS UHC,34647,UHC Suburb Surg Ct,Tech,759.00
Stryker Drill 49.0mm 705252,UHHS UHC,53942,UHC Suburb Surg Ct,Tech,"1,092.00"
Stryker Drill 4mm 48570114,UHHS UHC,37231,UHC Suburb Surg Ct,Tech,524.00
Stryker Drill 5.0 18065000S,UHHS UHC,40769,UHC Suburb Surg Ct,Tech,571.00
Stryker Drill 5.0 18065010S,UHHS UHC,40770,UHC Suburb Surg Ct,Tech,592.00
Stryker Drill 5.0 18065020S,UHHS UHC,40771,UHC Suburb Surg Ct,Tech,615.00
Stryker drill 6009504,UHHS UHC,26855,UHC Suburb Surg Ct,Tech,314.00
Stryker drill 60105xx,UHHS UHC,26856,UHC Suburb Surg Ct,Tech,248.00
Stryker drill 6012504,UHHS UHC,26891,UHC Suburb Surg Ct,Tech,417.00
Stryker drill 6013505,UHHS UHC,26889,UHC Suburb Surg Ct,Tech,284.00
Stryker drill 6013512,UHHS UHC,26859,UHC Suburb Surg Ct,Tech,324.00
Stryker drill 6014008,UHHS UHC,26890,UHC Suburb Surg Ct,Tech,348.00
Stryker drill 601600x,UHHS UHC,18509,UHC Suburb Surg Ct,Tech,314.00
Stryker Drill 6019340,UHHS UHC,37665,UHC Suburb Surg Ct,Tech,347.00
Stryker Drill 6020385,UHHS UHC,37666,UHC Suburb Surg Ct,Tech,347.00
Stryker Drill Bit 1.8 9051003,UHHS UHC,42736,UHC Suburb Surg Ct,Tech,97.00
Stryker Drill Bit 125mm 700346/8,UHHS UHC,42681,UHC Suburb Surg Ct,Tech,441.00
Stryker Drill Bit 2.0 9051004,UHHS UHC,42650,UHC Suburb Surg Ct,Tech,94.00
Stryker Drill Bit 2.0 XFO082001,UHHS UHC,53939,UHC Suburb Surg Ct,Tech,559.00
Stryker Drill Bit 2.3x125 702741,UHHS UHC,42660,UHC Suburb Surg Ct,Tech,351.00
Stryker Drill Bit 2.6x220 703824,UHHS UHC,42661,UHC Suburb Surg Ct,Tech,552.00
Stryker Drill Bit 204mm 702442,UHHS UHC,42682,UHC Suburb Surg Ct,Tech,866.00
Stryker Drill Bit 3.2 700358,UHHS UHC,39153,UHC Suburb Surg Ct,Tech,610.00
Stryker Drill Bit 4.0 702446,UHHS UHC,42823,UHC Suburb Surg Ct,Tech,"1,031.00"
Stryker Drill Bit Mini Cann IS111x,UHHS UHC,61558,UHC Suburb Surg Ct,Tech,741.00
Stryker Drill Bit QC 2.3 6023341,UHHS UHC,42659,UHC Suburb Surg Ct,Tech,347.00
Stryker Drill Bit Scaled AO 135mm 70369x,UHHS UHC,61094,UHC Suburb Surg Ct,Tech,578.00
Stryker Drill Cann 2.7 702449,UHHS UHC,40573,UHC Suburb Surg Ct,Tech,968.00
Stryker Drill Flex 234200200,UHHS UHC,40753,UHC Suburb Surg Ct,Tech,"1,425.00"
Stryker Drill for lag step screw 13200191,UHHS UHC,53961,UHC Suburb Surg Ct,Tech,"5,399.00"
Stryker Drill Iconix 1.4mm 3910500568,UHHS UHC,62718,UHC Suburb Surg Ct,Tech,661.00
Stryker Drill Neuro Precision 5820107530C,UHHS UHC,61283,UHC Suburb Surg Ct,Tech,488.00
Stryker Duramatrix CDSLM11,UHHS UHC,26901,UHC Suburb Surg Ct,Tech,510.00
Stryker Duramatrix CDSLM13,UHHS UHC,26902,UHC Suburb Surg Ct,Tech,765.00
Stryker Duramatrix CDSLM22,UHHS UHC,27174,UHC Suburb Surg Ct,Tech,925.00
Stryker Duramatrix CDSLM33,UHHS UHC,27175,UHC Suburb Surg Ct,Tech,"2,301.00"
Stryker Duramatrix CDSLM45,UHHS UHC,27176,UHC Suburb Surg Ct,Tech,"2,038.00"
Stryker Duramatrix CDSM22,UHHS UHC,30427,UHC Suburb Surg Ct,Tech,"1,263.00"
Stryker Duramatrix CDSM33,UHHS UHC,30428,UHC Suburb Surg Ct,Tech,"1,892.00"
Stryker Duramatrix CDSM45,UHHS UHC,30429,UHC Suburb Surg Ct,Tech,"2,802.00"
Stryker dynamic mesh (5400342),UHHS UHC,14144,UHC Suburb Surg Ct,Tech,"3,157.00"
Stryker dynamic mesh (5400642),UHHS UHC,14145,UHC Suburb Surg Ct,Tech,"4,156.00"
Stryker dynamic mesh (5400645),UHHS UHC,14147,UHC Suburb Surg Ct,Tech,"6,693.00"
Stryker Easyclip 20x20x20 EZ202020,UHHS UHC,53935,UHC Suburb Surg Ct,Tech,"4,685.00"
Stryker Electrodes 0406650205,UHHS UHC,53485,UHC Suburb Surg Ct,Tech,82.00
Stryker End Cap 182200xxS,UHHS UHC,41620,UHC Suburb Surg Ct,Tech,630.00
Stryker End Cap 18260003S,UHHS UHC,41629,UHC Suburb Surg Ct,Tech,655.00
Stryker End Cap 48291180,UHHS UHC,34581,UHC Suburb Surg Ct,Tech,737.00
Stryker end cap GAM3 30051100S,UHHS UHC,17593,UHC Suburb Surg Ct,Tech,725.00
