Wayne HealthCare,,,,
835 Sweitzer Street,,,,
"Greenville, OH 45331",,,,
,,,,
Effective 01/01/2022,,,,
,,,,
2022 STANDARD CHARGES,,,,
,,,,
"CHARGE
NUMBER",DESCRIPTION,"CPT/HCPC/
DRG CODE",2022,DEPARTMENT
4006421,NAIL FIX 11MM/130DEG 400MM LT,C1713,"$2,607.00 ",SUPPLIES
4005642,NAIL FIX 11MM/130DEG 400MM RT,C1713,"$2,579.00 ",SUPPLIES
4006410,NAIL FIX 11MM/130DEG 420MM LT,C1713,"$2,579.00 ",SUPPLIES
4006422,NAIL FIX 11MM/130DEG 420MM RT,C1713,"$2,607.00 ",SUPPLIES
4006425,NAIL FIX 11MM/130DEG 440MM LT,C1713,"$2,607.00 ",SUPPLIES
4006406,NAIL FIX 11MM/130DEG 440MM RT,C1713,"$2,607.00 ",SUPPLIES
4006427,NAIL FIX 11MM/130DEG 460MM LT,C1713,"$2,607.00 ",SUPPLIES
4006426,NAIL FIX 11MM/130DEG 460MM RT,C1713,"$2,607.00 ",SUPPLIES
3501840,NAIL FIX 12MM/125DEG 340MM LT,C1713,"$2,579.00 ",SUPPLIES
3500215,NAIL FIX 12MM/125DEG 380MM LT,C1713,"$2,579.00 ",SUPPLIES
4004837,NAIL FIX 12MM/130 DEG 420MM,C1713,"$2,579.00 ",SUPPLIES
4006476,NAIL FIX 12MM/130DEG 360MM RT,C1713,"$2,744.00 ",SUPPLIES
4005647,NAIL FIX 12MM/130DEG 380MM,C1713,"$2,936.00 ",SUPPLIES
4005648,NAIL FIX 12MM/130DEG 400MM,C1713,"$3,127.00 ",SUPPLIES
4004368,NAIL FIX 170MM 125DEG 10DIA,C1713,"$1,949.00 ",SUPPLIES
4004370,NAIL FIX 170MM 125DEG 11DIA,C1713,"$1,949.00 ",SUPPLIES
4004372,NAIL FIX 170MM 125DEG 12DIA,C1713,"$1,949.00 ",SUPPLIES
4004376,NAIL FIX 170MM 130DEG 10DIA,C1713,"$1,949.00 ",SUPPLIES
4004378,NAIL FIX 170MM 130DEG 11DIA,C1713,"$1,949.00 ",SUPPLIES
4004380,NAIL FIX 170MM 130DEG 12DIA,C1713,"$1,949.00 ",SUPPLIES
4004384,NAIL FIX 170MM 135DEG 10DIA,C1713,"$2,223.00 ",SUPPLIES
4004388,NAIL FIX 170MM 135DEG 11DIA,C1713,"$2,223.00 ",SUPPLIES
4004392,NAIL FIX 170MM 135DEG 12DIA,C1713,"$2,085.00 ",SUPPLIES
4004563,NAIL FIX 320MM 125DEG 11DIA 456.392S SYN,C1713,"$2,607.00 ",SUPPLIES
4005639,NAIL FIX 340MM 125DEG 11DIA 456.394S SYN,C1713,"$2,579.00 ",SUPPLIES
4006396,NAIL FIX 360MM 125DEG 11DIA 456.396S SYN,C1713,"$2,579.00 ",SUPPLIES
4006402,NAIL FIX 400MM 125DEG 11DIA 456.400S SYN,C1713,"$2,744.00 ",SUPPLIES
4006404,NAIL FIX 420MM 125DEG 11DIA 456.402S SYN,C1713,"$2,607.00 ",SUPPLIES
4005212,NAIL TIB CANN 10MM 360MM,C1713,"$2,140.00 ",SUPPLIES
4005224,NAIL TIB CANN 11MM 330MM,C1713,"$2,113.00 ",SUPPLIES
3500730,NAIL TIBIAL 12MM CANNULATED 345MM,C1713,"$3,433.00 ",SUPPLIES
3515735,NAIL VALOR XLG RT 11.5 X 300MM,C1713,"$4,663.00 ",SUPPLIES
3517005,NANOSCOPE HANDPIECE,A4649,"$1,731.00 ",SUPPLIES
3517010,NANOSCOPE OPERATIVE HIGH FLOW SHEATH KIT,A4649,$205.00 ,SUPPLIES
4007642,NASAL AGT ENDO TUBE 4.5 UNCUFFED,,$15.00 ,SUPPLIES
4007644,NASAL AGT ENDO TUBE 5.0 UNCUFFED,,$11.00 ,SUPPLIES
4007648,NASAL AGT ENDO TUBE 6.5 CUFFED,,$14.00 ,SUPPLIES
4000650,NASAL CANNULA ADULT HIGH FLOW 0-15 LPM,,$7.00 ,SUPPLIES
2701929,NASAL CANNULA INFANT,,$9.00 ,SUPPLIES
4007650,NASAL ENDO TUBE 7.0 CUFFED DONT USE #,,$14.00 ,SUPPLIES
4008000,NASAL TAMPON RHINO 8.0,,$87.00 ,SUPPLIES
4001215,NASAL TAMPON RHINO ANT/POST 7.5,,$117.00 ,SUPPLIES
4001207,NASAL TAMPON RHINO ANTERIOR 5.5,,$113.00 ,SUPPLIES
4000118,NASAL TAMPON WITH AIRWAY,,$34.00 ,SUPPLIES
4000121,NASAL TAMPONS W/ DRAWSTRING,,$52.00 ,SUPPLIES
4000064,NASO-GASTRIC TUBE (BLAKEMORE),,$604.00 ,SUPPLIES
4003344,"NDL, ECHOGENIC, INSUL EXT SET 22GX3-1/8",,$36.00 ,SUPPLIES
4003648,"NDL.,INSULATED ECHOGENIC, 20GA X 4",,$38.00 ,SUPPLIES
2702456,NEBULIZER ADAPTER (CONCHA COLUMNS),,$42.00 ,SUPPLIES
2702455,NEBULIZER IV HEART 100CC,,$82.00 ,SUPPLIES
93005136,NEEDLE 27GA X 1 1/4,A4215,$5.00 ,SUPPLIES
4000274,NEEDLE ASPIRATION 16G X 3/16,,$34.00 ,SUPPLIES
4006629,NEEDLE BIOPSY ACHIEVE 14 GA X 11 CM,,$114.00 ,SUPPLIES
4006631,NEEDLE BIOPSY ACHIEVE 18GA X 11 CM,,$109.00 ,SUPPLIES
4002634,NEEDLE BIOPSY TRUCUT 14GA,A4649,$85.00 ,SUPPLIES
4001365,NEEDLE BIOSUC SIDE PORT 22GA X 50MM,,$41.00 ,SUPPLIES
4006627,NEEDLE BLOCK REGIONAL 22GA X 1 1/2,,$9.00 ,SUPPLIES
4001364,NEEDLE BOX MAX CORE BARD,,$89.00 ,SUPPLIES
93000097,NEEDLE BREAST LOCALIZATION 20G X 10CM,,$95.00 ,SUPPLIES
93000094,NEEDLE BREAST LOCALIZATION 20G X 5CM,C1769,$95.00 ,SUPPLIES
93000096,NEEDLE BREAST LOCALIZATION 20G X 7.5CM,C1769,$95.00 ,SUPPLIES
4001018,NEEDLE CHIBA BIOP DCHN-22-15.0,,$22.00 ,SUPPLIES
4000911,NEEDLE CHIBA BIOPSY 20GA 15CM,,$22.00 ,SUPPLIES
4007021,NEEDLE CHIBA NERVE BLOCK 22GX6,,$56.00 ,SUPPLIES
4000308,NEEDLE EPILATION,,$37.00 ,SUPPLIES
4000952,NEEDLE GALACTOGRAPHY,,$99.00 ,SUPPLIES
4004069,NEEDLE GRICE,,$161.00 ,SUPPLIES
4001061,NEEDLE GUIDE KIT 21GA SITE RITE,,$80.00 ,SUPPLIES
4004070,NEEDLE HOLDER 40 COUNT/COUNTER,A4649,$6.00 ,SUPPLIES
4000603,NEEDLE INSULATED W/EXT 22GA X 2,A4649,$26.00 ,SUPPLIES
4006376,NEEDLE INSULATED W/EXT 22GA X 4 3/4,A4649,$41.00 ,SUPPLIES
4003513,NEEDLE JAMSHIDI T HANDLE&CRADLE 13GX3.5,,$93.00 ,SUPPLIES
4004741,NEEDLE PERCUTANEOUS ENTRY 9.0,A4649,$16.00 ,SUPPLIES
4004093,NEEDLE SCLERAL EGD,,$66.00 ,SUPPLIES
4002016,"NEEDLE, TENSION PNEUMOTHORAX 14GA",,$39.00 ,SUPPLIES
4002565,NEOPRENE KNEE SUPPORT - MED,A4466,$34.00 ,SUPPLIES
4002586,NEOPRENE TENNIS ELBOW BAND BL LARGE,A4466,$29.00 ,SUPPLIES
4002584,NEOPRENE TENNIS ELBOW BAND BL MEDUIM,A4466,$28.00 ,SUPPLIES
4002582,NEOPRENE TENNIS ELBOW BAND BL SMALL,A4466,$28.00 ,SUPPLIES
4002587,NEOPRENE TENNIS ELBOW BAND BL X LARGE,A4466,$29.00 ,SUPPLIES
4002581,NEOPRENE WRIST THUMB WRAP,A4466,$40.00 ,SUPPLIES
3516121,NEOSTEO CANN SCREW 3.2MMX30MM,C1713,"$1,678.00 ",SUPPLIES
5204132,NeuLumEX BARIUM SULFATE,,$26.00 ,SUPPLIES
6204241,NF-ADD-A-LINE SET W/ DUO-VENT,,$28.00 ,SUPPLIES
4007294,NG TUBE ATTACHMENT DEVICE,,$10.00 ,SUPPLIES
4000071,NIPPLE SHIELD CONTACT 24M MD,,$17.00 ,SUPPLIES
3516800,NORIAN DRILLABLE INJECT 5CC,C1713,"$2,051.00 ",SUPPLIES
4001132,NOSE CLIP SOFTSNUG,,$6.00 ,SUPPLIES
2900100,NOVII PATCH,,$133.00 ,SUPPLIES
3900268,NSY CHEST TUBE,,$118.00 ,SUPPLIES
4000916,NU GAUZE 1/2,,$11.00 ,SUPPLIES
2707990,O2 SENSOR/CELL MAX-7,,$231.00 ,SUPPLIES
4001438,OB PADS SINGLES,,$4.00 ,SUPPLIES
4004771,OCUCOAT,,$140.00 ,SUPPLIES
4004196,ODOR ELIMINATOR,,$22.00 ,SUPPLIES
4002173,ODOR ELIMINATOR PUMP SPRAY M 9,,$10.00 ,SUPPLIES
4007567,OINTMENT MOISTURE BARRIER 6OZ CRITIC AID,A6250,$16.00 ,SUPPLIES
4001405,OMNIPAQUE 180 10ml,Q9967,$68.00 ,SUPPLIES
4000900,OMNIPAQUE 240  50ML,Q9966,$45.00 ,SUPPLIES
4000119,OMNIPAQUE 300 100ML BOTTLES,Q9967,$80.00 ,SUPPLIES
4001406,OMNIPAQUE 300 50ml,Q9967,$52.00 ,SUPPLIES
4002450,"OMNIPAQUE 350, 100ML",,$132.00 ,SUPPLIES
3519072,ON-Q AMBIT PUMPS,,$709.00 ,SUPPLIES
3000106,OPTIFIX AT FIXATION 30 TACK,,"$2,100.00 ",SUPPLIES
4005673,OPTIFOAM SACRUM 9 X 9 W/BORDER,A6214,$33.00 ,SUPPLIES
4003033,OPTIVA IV CATH 20GA X 1 1/4,,$7.00 ,SUPPLIES
4003026,OPTIVA IV CATH 20GA X 1 3/4,,$7.00 ,SUPPLIES
4003041,OPTIVA IV CATH 22GA X 1,,$7.00 ,SUPPLIES
4001720,OPTIVAC DOUBLE MIXER,A4649,$227.00 ,SUPPLIES
4005581,ORAL SUCTION KIT,,$8.00 ,SUPPLIES
4005580,ORAL SUCTION PROBES 6.3MM ADULT,,$8.00 ,SUPPLIES
4008004,ORAL UNCUFF ET AGT 4.0 (ORAL RAE),,$16.00 ,SUPPLIES
4008045,ORAL UNCUFF ET AGT 4.5 (ORAL RAE),,$16.00 ,SUPPLIES
4008050,ORAL UNCUFF ET AGT 5.0 (ORAL RAE),,$16.00 ,SUPPLIES
4008060,ORAL UNCUFF ET AGT 6.0 (ORAL RAE),,$16.00 ,SUPPLIES
4002235,ORTHOTIC WOMEN 6492,,$35.00 ,SUPPLIES
4008361,OSTOMY APPLIANCE ONE PIECE,A4424,$11.00 ,SUPPLIES
4008631,OSTOMY APPLIANCE ONE PIECE,A4424,$6.00 ,SUPPLIES
4002117,OSTOMY BELT UNIVERSAL,A4367,$14.00 ,SUPPLIES
4002125,OSTOMY CLAMP,A4363,$5.00 ,SUPPLIES
4002141,OSTOMY IRRIGATOR,A4421,$24.00 ,SUPPLIES
4002729,OVAL - 8 SPLINT SIZE 2,,$29.00 ,SUPPLIES
4002731,OVAL - 8 SPLINT SIZE 3,,$29.00 ,SUPPLIES
4002732,OVAL - 8 SPLINT SIZE 4,,$29.00 ,SUPPLIES
4002733,OVAL - 8 SPLINT SIZE 5,,$29.00 ,SUPPLIES
4002734,OVAL - 8 SPLINT SIZE 6,,$29.00 ,SUPPLIES
4002728,OVAL - 8 SPLINT SIZE 7,,$29.00 ,SUPPLIES
4002735,OVAL - 8 SPLINT SIZE 8,,$29.00 ,SUPPLIES
3516955,OVERDRILL EVOS SMALL 3.5MM SHORT,A4649,$406.00 ,SUPPLIES
35001060,OXFORD PARTIAL 4MM MENISCAL BEARING,C1776,"$1,345.00 ",SUPPLIES
3501055,OXFORD SAW BLADE,A4649,$851.00 ,SUPPLIES
2700301,OXYGEN MASK INFANT,,$11.00 ,SUPPLIES
2700319,OXYGEN MASK PED,,$9.00 ,SUPPLIES
2700483,OXYGEN MASK W/BAG PED,,$12.00 ,SUPPLIES
2701317,OXYGEN TUBING 25' CRUSH RESISTANT,,$11.00 ,SUPPLIES
6806026,P.I.P.E. SPLINT,,$93.00 ,SUPPLIES
4000122,PACING LEAD 006221P,C1730,$277.00 ,SUPPLIES
4004721,PACK ARTHROSCOPY,A4550,$139.00 ,SUPPLIES
4005124,PACK CATARACT CUSTOM AS8117-13,,$462.00 ,SUPPLIES
4004120,PACK CENTRAL LINE,,$60.00 ,SUPPLIES
4004762,PACK C-SECTION,A4550,$172.00 ,SUPPLIES
4004895,PACK GENERAL,A4550,$130.00 ,SUPPLIES
4000300,PACK LABOR & DELIVERY,A4550,$96.00 ,SUPPLIES
4004739,PACK LAP CHOLE,A4550,$96.00 ,SUPPLIES
4004911,PACK LAPAROSCOPY,A4550,$122.00 ,SUPPLIES
4004887,PACK MAJOR ORTHO,A4550,$124.00 ,SUPPLIES
4009946,PACK MINOR,A4550,$84.00 ,SUPPLIES
4002926,PACK SEPTOPLASTY,A4550,$150.00 ,SUPPLIES
4003103,PACK SHOULDER,A4550,$132.00 ,SUPPLIES
4004747,PACK TOTAL HIP,A4550,$277.00 ,SUPPLIES
4004754,PACK TOTAL KNEE,A4550,$199.00 ,SUPPLIES
4002924,PACK TYMPANOPLASTY,A4550,$209.00 ,SUPPLIES
4001229,PAD STABUKUZATUIB NED BUN08203,,$32.00 ,SUPPLIES
4006316,PADS EXT MULTIFUNCTION ADULT,,$61.00 ,SUPPLIES
4006365,PADS EXT MULTIFUNCTION PED,,$70.00 ,SUPPLIES
4000881,PADS FOR ENDOSCOPY PILL CAM SB2,,$5.00 ,SUPPLIES
4006329,PADS QCPR COMPRESSION SENSOR ADHESIVE,,$99.00 ,SUPPLIES
3900086,PARACENTHESIS TRAY,,$47.00 ,SUPPLIES
4006449,PARACENTISIS TRAY,A4550,$141.00 ,SUPPLIES
4006448,PARACENTISIS TRAY HALYARD,A4550,$141.00 ,SUPPLIES
3517555,PARS SUTURE IMPLANT KIT W SUTURE TAPE,C1713,"$3,140.00 ",SUPPLIES
3000058,PASSPORT BUTTON CANNULA 10 X 40MM,A4649,$118.00 ,SUPPLIES
2707032,PASSY MUIR SPEAKING VALVE,L8501,$361.00 ,SUPPLIES
3516290,PEEK PIP DART 10 DEGREE 3X30MM,C1713,$950.00 ,SUPPLIES
4000031,PEEL AWAY INTRODUCER SHEATH SET 8F,C1894,$166.00 ,SUPPLIES
4003061,PEG TUBE SAFETY 20 FR,B4087,$408.00 ,SUPPLIES
4000828,PENROSE DRAIN 18  X .25,A4649,$4.00 ,SUPPLIES
4000836,PENROSE DRAIN 18  X .50,A4649,$4.00 ,SUPPLIES
4000844,PENROSE DRAIN 3/4,A4649,$4.00 ,SUPPLIES
4007304,PER Q CATH  4 FR SINGLE,C1751,$242.00 ,SUPPLIES
4001232,PERCUTANEOUS CATH FASTENER,,$33.00 ,SUPPLIES
3517665,PERFORM REVERSED AUGMENT BASEPLATE,C1776,"$5,612.00 ",SUPPLIES
3519022,PERFORM REVERSED AUGMENT BASEPLATE,C1776,"$5,612.00 ",SUPPLIES
3517660,PERFORM REVERSED PERIPHERAL,C1776,$388.00 ,SUPPLIES
3519041,PERFORM REVERSED STANDARD BASEPLATE,C1776,"$3,417.00 ",SUPPLIES
3517655,PERFORM REVERSED STANDARD GLEN,C1776,"$6,420.00 ",SUPPLIES
3519021,PERFORM REVERSED STANDARD GLEN,C1776,"$6,420.00 ",SUPPLIES
4005631,PERI CARE OINTMENT BAZA CLEAR,A6250,$8.00 ,SUPPLIES
4005623,PERI WASH,,$7.00 ,SUPPLIES
4006324,PERITANEAL LAVAGE KIT W/O LIDOCAINE/IODI,,$95.00 ,SUPPLIES
4000837,PERTRACH PEDIATRIC 3.5MM,,$232.00 ,SUPPLIES
4001923,PHILIPS CAPNOLINE INF/NEO      M1923A,,$44.00 ,SUPPLIES
4002208,PHILLIPS FOLLOWERS  8 FR,A4649,$53.00 ,SUPPLIES
4002216,PHILLIPS FOLLOWERS 10 FR,A4649,$57.00 ,SUPPLIES
4002224,PHILLIPS FOLLOWERS 12 FR,A4649,$53.00 ,SUPPLIES
4002232,PHILLIPS FOLLOWERS 14 FR,A4649,$59.00 ,SUPPLIES
4002240,PHILLIPS FOLLOWERS 16 FR,A4649,$53.00 ,SUPPLIES
4002257,PHILLIPS FOLLOWERS 18 FR,A4649,$55.00 ,SUPPLIES
4002265,PHILLIPS FOLLOWERS 20 FR,A4649,$53.00 ,SUPPLIES
4002273,PHILLIPS FOLLOWERS 22 FR,A4649,$59.00 ,SUPPLIES
4002281,PHILLIPS FOLLOWERS 24 FR,A4649,$59.00 ,SUPPLIES
4006886,PHILLIPS FOLLOWERS 26FR,A4649,$53.00 ,SUPPLIES
4006894,PHILLIPS FOLLOWERS 28FR,A4649,$53.00 ,SUPPLIES
4006902,PHILLIPS FOLLOWERS 30FR,A4649,$57.00 ,SUPPLIES
9341015,PHYSICIAN OFFICE POUCH SELF SEAL,A4649,$6.00 ,SUPPLIES
4009510,PICC POWER 5FR TRIPLE LUMEN 3CG,C1751,$583.00 ,SUPPLIES
4004108,PICC POWER SOLO 4FR SINGLE LUMEN 3CG,C1751,$550.00 ,SUPPLIES
4001295,PICC POWER SOLO 5FR DUAL LUMEN 3CG,C1751,$517.00 ,SUPPLIES
3000954,PICO DRESSING 15 X 15CM 6 X6  S&N,A6550,$541.00 ,SUPPLIES
93106601,PILLOW LRU HIGH DENSITY FOAM,,$208.00 ,SUPPLIES
4005736,PILLOW PRONE POSITIONING,,$27.00 ,SUPPLIES
4007500,PILLOW TROOP ELEVATION DISP,,$133.00 ,SUPPLIES
3516390,PIN 2.7MM GUIDE PF40MM,,$491.00 ,SUPPLIES
3517200,PIN SCHANZ 4.0MM AO CONNECT,C1713,$279.00 ,SUPPLIES
3517205,PIN SCHANZ 6.0MM AO CONNECT,C1713,$279.00 ,SUPPLIES
4004367,PINS STEINMAN 2.0 NON THREADED email ord,C1769,$79.00 ,SUPPLIES
4004602,PLATE  71MM 4H (SEMI TUBE)222.04     SYN,C1713,$166.00 ,SUPPLIES
4004420,PLATE 1/3 TUBE  61MM  5H,C1713,$172.00 ,SUPPLIES
4004422,PLATE 1/3 TUBE  73MM  6H,C1713,$177.00 ,SUPPLIES
4004426,PLATE 1/3 TUBE  97MM  8H,C1713,$188.00 ,SUPPLIES
4006011,PLATE 1/3 TUBE 121MM 10H,C1713,$143.00 ,SUPPLIES
4004428,PLATE 1/3 TUBULAR LCP W COLLAR 10H 117MM,C1713,$439.00 ,SUPPLIES
4004430,PLATE 1/3 TUBULAR LCP W COLLAR 12H 141MM,C1713,$462.00 ,SUPPLIES
4004412,PLATE 1/3 TUBULAR LCP W COLLAR 5H 57MM,C1713,$395.00 ,SUPPLIES
4004414,PLATE 1/3 TUBULAR LCP W COLLAR 6H 69MM,C1713,$395.00 ,SUPPLIES
4004416,PLATE 1/3 TUBULAR LCP W COLLAR 7H 81MM,C1713,$571.00 ,SUPPLIES
4006013,PLATE 1/3 TUBULAR LCP W COLLAR 8H 93MM,C1713,$418.00 ,SUPPLIES
4004606,PLATE 103MM 6H (SEMI TUBE)222.06     SYN,C1713,$180.00 ,SUPPLIES
4004462,PLATE 135 DEG  46MM 2H(DHS)281.102S  SYN,C1713,$988.00 ,SUPPLIES
4004468,PLATE 135 DEG 110MM 6H(DHS)281.160S  SYN,C1713,$988.00 ,SUPPLIES
4004499,PLATE 2.0MM LC DCP TITANIUM 24MM 4HOLE,C1713,$495.00 ,SUPPLIES
4005928,PLATE 2.0MM LC DCP TITANIUM 36MM 6HOLE,C1713,$550.00 ,SUPPLIES
4001678,PLATE 2.0MM LC DCP TITANIUM 36MM 8HOLE,C1713,$495.00 ,SUPPLIES
4004490,PLATE 2.0MM STRAIGHT 3HOLE,C1713,$143.00 ,SUPPLIES
4004492,PLATE 2.0MM STRAIGHT 4HOLE,C1713,$161.00 ,SUPPLIES
4004494,PLATE 2.0MM STRAIGHT 5HOLE,C1713,$172.00 ,SUPPLIES
3517810,PLATE 2.4/2.7 TI VA LCP SHORT RIGHT,C1713,"$2,868.00 ",SUPPLIES
3517815,PLATE 2.4/2.7 TI VA LOCK CUBOID RIGHT,C1713,"$3,669.00 ",SUPPLIES
3515865,PLATE 2.4/2.7MM TI VA LCP 1ST TMT LARGE,C1713,"$1,971.00 ",SUPPLIES
4002479,PLATE 2.4MM LCP STR DORSAL 5H SHAFT 48MM,C1713,$813.00 ,SUPPLIES
4004249,PLATE 2.4MM LCP STR DORSAL 6H SHAFT 57MM,C1713,$813.00 ,SUPPLIES
4002491,PLATE 2.4MM LCP VOLAR 5H HEAD 3H SHAF LT,C1713,"$1,291.00 ",SUPPLIES
4002493,PLATE 2.4MM LCP VOLAR 5H HEAD 3H SHAF RT,C1713,"$1,345.00 ",SUPPLIES
4002492,PLATE 2.4MM LCP VOLAR 5H HEAD 5H SHAF LT,C1713,"$1,373.00 ",SUPPLIES
4002494,PLATE 2.4MM LCP VOLAR 5H HEAD 5H SHAF RT,C1713,"$1,426.00 ",SUPPLIES
4001766,PLATE 2.4MM LCP VOLAR 8H HEAD 3H SHAF LT,C1713,"$1,621.00 ",SUPPLIES
4004355,PLATE 2.4MM LCP VOLAR 8H HEAD 3H SHAF RT,C1713,"$1,426.00 ",SUPPLIES
4001770,PLATE 2.4MM LCP VOLAR 8H HEAD 4H SHAF RT,C1713,"$1,621.00 ",SUPPLIES
4007168,PLATE 2.4MM LCP VOLAR 8H HEAD 4H SHAF RT,C1713,"$1,621.00 ",SUPPLIES
4001780,PLATE 2.4MM LCP VOLAR 8H HEAD 5H SHAF LT,C1713,"$1,621.00 ",SUPPLIES
4001772,PLATE 2.4MM LCP VOLAR 8H HEAD 5H SHAF RT,C1713,"$1,621.00 ",SUPPLIES
4001782,PLATE 2.4MM LCP VOLAR RADIUS 3H SHAFT LT,C1713,"$1,806.00 ",SUPPLIES
3001104,PLATE 2.4MM LCP VOLAR RADIUS 3H SHAFT RT,C1713,"$1,491.00 ",SUPPLIES
4001790,PLATE 2.4MM LCP VOLAR RADIUS 4H SHAFT LT,C1713,"$1,482.00 ",SUPPLIES
4001788,PLATE 2.4MM LCP VOLAR RADIUS 4H SHAFT RT,C1713,"$1,482.00 ",SUPPLIES
4001794,PLATE 2.4MM LCP VOLAR RADIUS 5H SHAFT LT,C1713,"$1,482.00 ",SUPPLIES
4001792,PLATE 2.4MM LCP VOLAR RADIUS 5H SHAFT RT,C1713,"$1,482.00 ",SUPPLIES
4002461,PLATE 2.4MM LCP X ARTICULAR 5H 3H SH LT,C1713,"$1,455.00 ",SUPPLIES
4006880,PLATE 2.4MM LCP X ARTICULAR 5H 3H SH RT,C1713,"$1,345.00 ",SUPPLIES
4002462,PLATE 2.4MM LCP X ARTICULAR 5H 5H SH LT,C1713,"$1,537.00 ",SUPPLIES
4006680,PLATE 2.4MM LCP X ARTICULAR 5H 5H SH RT,C1713,"$1,373.00 ",SUPPLIES
4004491,PLATE 2.4MM T TITANIUM 54MM 2H X 8HOLE,C1713,$539.00 ,SUPPLIES
4001688,PLATE 2.4MM T TITIANIUM 54MM 3H X 8HOLE,C1713,$539.00 ,SUPPLIES
4001696,PLATE 2.4MM TI LC DCP 47MM 4HOLE,C1713,$627.00 ,SUPPLIES
4006656,PLATE 2.4MM TI LC DCP 47MM 6HOLE,C1713,$725.00 ,SUPPLIES
4001698,PLATE 2.4MM TI LC DCP 47MM 8HOLE,C1713,$627.00 ,SUPPLIES
4002962,PLATE 2.4MM VOLAR X ARTICULAR 4H 3H LT,C1713,"$1,345.00 ",SUPPLIES
4002464,PLATE 2.4MM VOLAR X ARTICULAR 4H 3H RT,C1713,"$1,455.00 ",SUPPLIES
4002468,PLATE 2.4MM VOLAR X ARTICULAR 4H 5H LT,C1713,"$1,373.00 ",SUPPLIES
4002465,PLATE 2.4MM VOLAR X ARTICULAR 4H 5H RT,C1713,"$1,455.00 ",SUPPLIES
3500910,PLATE 2.7/3.5MM LAT DISTAL FIBULA 11H LT,C1713,"$2,172.00 ",SUPPLIES
351800,PLATE 2.7M VA LCP LAT DISTAL FIB 3H LT,C1713,"$2,322.00 ",SUPPLIES
3517515,PLATE 2.7M VA LCP LAT DISTAL FIB 5 H LT,C1713,"$2,310.00 ",SUPPLIES
3502051,PLATE 2.7MM LAT DIST FIB 5 HOLE,C1713,"$1,523.00 ",SUPPLIES
4002112,PLATE 2.7MM LT VA-LCP 3H DISTAL FIBULA,C1713,"$2,305.00 ",SUPPLIES
4002118,PLATE 2.7MM LT VA-LCP 4H DISTAL FIBULA,C1713,"$1,537.00 ",SUPPLIES
3002141,PLATE 2.7MM LT VA-LCP 5H DISTAL FIBULA,C1713,"$1,722.00 ",SUPPLIES
4002142,PLATE 2.7MM LT VA-LCP 6H DISTAL FIBULA,C1713,"$1,455.00 ",SUPPLIES
4002164,PLATE 2.7MM LT VA-LCP 7H DISTAL FIBULA,C1713,"$1,537.00 ",SUPPLIES
4002168,PLATE 2.7MM LT VA-LCP 9H DISTAL FIBULA,C1713,"$1,621.00 ",SUPPLIES
4002114,PLATE 2.7MM RT VA-LCP 3H DISTAL FIBULA,C1713,"$1,482.00 ",SUPPLIES
4002116,PLATE 2.7MM RT VA-LCP 4H DISTAL FIBULA,C1713,"$1,537.00 ",SUPPLIES
4002130,PLATE 2.7MM RT VA-LCP 5H DISTAL FIBULA,C1713,"$1,153.00 ",SUPPLIES
4002132,PLATE 2.7MM RT VA-LCP 6H DISTAL FIBULA,C1713,"$1,455.00 ",SUPPLIES
4002152,PLATE 2.7MM RT VA-LCP 7H DISTAL FIBULA,C1713,"$1,537.00 ",SUPPLIES
4002166,PLATE 2.7MM RT VA-LCP 9H DISTAL FIBULA,C1713,"$1,621.00 ",SUPPLIES
3516255,PLATE 2.7MM TI VA LOCK ANTLAT CALC 56MM,C1713,"$1,705.00 ",SUPPLIES
4006014,PLATE 3.5  90MM 3H(LCP) 241.903      SYN,C1713,"$1,866.00 ",SUPPLIES
4004552,PLATE 3.5  97MM  8H(DCP)248.08       SYN,C1713,$375.00 ,SUPPLIES
4007463,PLATE 3.5MM LC-DCP TI 10HOLE,C1713,$451.00 ,SUPPLIES
4012091,PLATE 3.5MM LC-DCP TI 4HOLE,C1713,$363.00 ,SUPPLIES
4007422,PLATE 3.5MM LC-DCP TI 6HOLE,C1713,$386.00 ,SUPPLIES
4007430,PLATE 3.5MM LC-DCP TI 7HOLE,C1713,$395.00 ,SUPPLIES
4007448,PLATE 3.5MM LC-DCP TI 8HOLE,C1713,$408.00 ,SUPPLIES
4007455,PLATE 3.5MM LC-DCP TI 9HOLE,C1713,$430.00 ,SUPPLIES
4004564,PLATE 3.5MM LCP 10 HOLE 137MM,C1713,$835.00 ,SUPPLIES
4004566,PLATE 3.5MM LCP 12 HOLE 163MM,C1713,$868.00 ,SUPPLIES
4004568,PLATE 3.5MM LCP 14 HOLE 189MM,C1713,"$1,125.00 ",SUPPLIES
4004558,PLATE 3.5MM LCP 5 HOLE 72MM,C1713,$627.00 ,SUPPLIES
4004560,PLATE 3.5MM LCP 6 HOLE 85MM,C1713,$627.00 ,SUPPLIES
4005906,PLATE 3.5MM LCP 7 HOLE 98MM,C1713,$659.00 ,SUPPLIES
4004562,PLATE 3.5MM LCP 8 HOLE 111MM,C1713,$692.00 ,SUPPLIES
4006015,PLATE 3.5MM LCP 9 HOLE 124MM,C1713,$714.00 ,SUPPLIES
3514905,PLATE 3.5MM LCP PERIARTIC PROX TI RIGHT,C1713,"$2,524.00 ",SUPPLIES
