CHARGE_CODE,CHARGE_DESCRIPTION,CHARGE,REVENUE_CODE,CPT_CODE,PHARMACY_NDC
4953790,LAMIVUDINE 300 MG PO TABS,71.61,,,0378517093
4953790,LAMIVUDINE 300 MG PO TABS,71.61,,,6050532523
4953790,LAMIVUDINE 300 MG PO TABS,71.61,,,6818060306
4953790,LAMIVUDINE 300 MG PO TABS,71.53,,,3334200207
4953790,LAMIVUDINE 300 MG PO TABS,71.53,,,5074262430
4953790,LAMIVUDINE 300 MG PO TABS,71.53,,,6586202630
4953790,LAMIVUDINE 300 MG PO TABS,59.68,,,6586255330
4953790,LAMIVUDINE 300 MG PO TABS,57.5,,,3172275430
4953790,LAMIVUDINE 300 MG PO TABS,54.06,,,5026846011
4953790,LAMIVUDINE 300 MG PO TABS,52.3,,,6042935430
4953791,ALPHA-LIPOIC ACID 200 MG PO CAPS,.5,,,1184516245
4953791,ALPHA-LIPOIC ACID 200 MG PO CAPS,.5,,,5445832860
4953791,ALPHA-LIPOIC ACID 200 MG PO CAPS,.5,,,7431200139
4953791,ALPHA-LIPOIC ACID 200 MG PO CAPS,.5,,,9612100222
4953793,GALANTAMINE HYDROBROMIDE ER 24 MG PO CP24,31.83,,,0591349830
4953793,GALANTAMINE HYDROBROMIDE ER 24 MG PO CP24,31.83,,,6586274630
4953793,GALANTAMINE HYDROBROMIDE ER 24 MG PO CP24,25.44,,,1014708933
4953793,GALANTAMINE HYDROBROMIDE ER 24 MG PO CP24,22.92,,,4733583783
4953794,OLANZAPINE 15 MG PO TBDP,82.81,,,6050532773
4953794,OLANZAPINE 15 MG PO TBDP,77.33,,,0093524719
4953794,OLANZAPINE 15 MG PO TBDP,77.33,,,0093524765
4953794,OLANZAPINE 15 MG PO TBDP,27.38,,,5140726330
4953794,OLANZAPINE 15 MG PO TBDP,22.5,,,5511126479
4953794,OLANZAPINE 15 MG PO TBDP,22.48,,,5511126481
4953794,OLANZAPINE 15 MG PO TBDP,154.66,,,5974630832
4953794,OLANZAPINE 15 MG PO TBDP,154.66,,,6050532770
4953794,OLANZAPINE 15 MG PO TBDP,154.65,,,4988432252
4953794,OLANZAPINE 15 MG PO TBDP,154.65,,,4988432255
4953794,OLANZAPINE 15 MG PO TBDP,154.65,,,5974630812
4953794,OLANZAPINE 15 MG PO TBDP,154.49,,,6699368851
4953794,OLANZAPINE 15 MG PO TBDP,151.67,,,3334208507
4953794,OLANZAPINE 15 MG PO TBDP,151.67,,,3334208511
4953794,OLANZAPINE 15 MG PO TBDP,128.74,,,6699305530
4953794,OLANZAPINE 15 MG PO TBDP,106.17,,,1366808930
4953795,PRAMIPEXOLE DIHYDROCHLORIDE 0.5 MG SPLIT TABLET,14.75,,,9999100490
4953796,ONDANSETRON 8 MG PO TBDP,94.52,,,4306327304
4953796,ONDANSETRON 8 MG PO TBDP,8.19,,,4306359210
4953796,ONDANSETRON 8 MG PO TBDP,6,,,0093730219
4953796,ONDANSETRON 8 MG PO TBDP,6,,,0781523906
4953796,ONDANSETRON 8 MG PO TBDP,6,,,0781523964
4953796,ONDANSETRON 8 MG PO TBDP,6,,,4306387010
4953796,ONDANSETRON 8 MG PO TBDP,6,,,6586239110
4953796,ONDANSETRON 8 MG PO TBDP,542.35,,,6318726615
4953796,ONDANSETRON 8 MG PO TBDP,542.35,,,6318726620
4953796,ONDANSETRON 8 MG PO TBDP,542.35,,,6318726630
4953796,ONDANSETRON 8 MG PO TBDP,24.28,,,4306387002
4953796,ONDANSETRON 8 MG PO TBDP,230,,,5570052230
4953796,ONDANSETRON 8 MG PO TBDP,225.5,,,6191998610
4953796,ONDANSETRON 8 MG PO TBDP,225.5,,,6191998630
4953796,ONDANSETRON 8 MG PO TBDP,222.78,,,6878875651
4953796,ONDANSETRON 8 MG PO TBDP,222.78,,,6878875653
4953796,ONDANSETRON 8 MG PO TBDP,222.6,,,6878889371
4953796,ONDANSETRON 8 MG PO TBDP,222.6,,,6878889373
4953796,ONDANSETRON 8 MG PO TBDP,221.94,,,6878877051
4953796,ONDANSETRON 8 MG PO TBDP,221.94,,,6878877053
4953796,ONDANSETRON 8 MG PO TBDP,192.5,,,6800124716
4953796,ONDANSETRON 8 MG PO TBDP,186.32,,,6076031310
4953796,ONDANSETRON 8 MG PO TBDP,185.66,,,0378773493
4953796,ONDANSETRON 8 MG PO TBDP,185.66,,,5723707830
4953796,ONDANSETRON 8 MG PO TBDP,185.66,,,6800124704
4953796,ONDANSETRON 8 MG PO TBDP,185.65,,,0781523980
4953796,ONDANSETRON 8 MG PO TBDP,184.95,,,6275635666
4953796,ONDANSETRON 8 MG PO TBDP,183.32,,,6275635664
4953796,ONDANSETRON 8 MG PO TBDP,18.65,,,0378773497
4953796,ONDANSETRON 8 MG PO TBDP,14.94,,,4306359204
4953796,ONDANSETRON 8 MG PO TBDP,13.02,,,4306387004
4953797,LANSOPRAZOLE 15 MG PO TBDD,78.87,,,0093300819
4953797,LANSOPRAZOLE 15 MG PO TBDD,78.87,,,0093300893
4953797,LANSOPRAZOLE 15 MG PO TBDD,78.87,,,0378698132
4953797,LANSOPRAZOLE 15 MG PO TBDD,78.87,,,0378698188
4953797,LANSOPRAZOLE 15 MG PO TBDD,78.87,,,6838277130
4953797,LANSOPRAZOLE 15 MG PO TBDD,78.87,,,6838277177
4953797,LANSOPRAZOLE 15 MG PO TBDD,6,,,0363141955
4953798,ALOGLIPTIN BENZOATE 25 MG PO TABS,39,,,4580215065
4953798,ALOGLIPTIN BENZOATE 25 MG PO TABS,39,,,7161030009
4953799,PRENATAL-U 106.5-1 MG PO CAPS,6,,,6025817901
4953801,LIDOCAINE 4 % EX PTCH,6,,,9999100950
4953804,SOTALOL HCL 40 MG PO SPLIT TABS,11.6,,,9999100969
4953804,SOTALOL HCL 40 MG PO SPLIT TABS,11.6,,,99999100444
4953805,OYSTER SHELL CALCIUM/D 250-100 MG-UNIT PO SPLIT TAB,.5,,,9999101386
4953805,OYSTER SHELL CALCIUM/D 250-100 MG-UNIT PO SPLIT TAB,.5,,,99999100445
4953808,COQ-10 30 MG PO CAPS,.5,,,4746900280
4953808,COQ-10 30 MG PO CAPS,.5,,,4746900282
4953809,CANDESARTAN CILEXETIL 32 MG PO TABS,45.63,,,0904703404
4953809,CANDESARTAN CILEXETIL 32 MG PO TABS,37.45,,,6068713095
4953809,CANDESARTAN CILEXETIL 32 MG PO TABS,37.43,,,6068713025
4953809,CANDESARTAN CILEXETIL 32 MG PO TABS,21.48,,,4988466109
4953809,CANDESARTAN CILEXETIL 32 MG PO TABS,20.84,,,3334211707
4953809,CANDESARTAN CILEXETIL 32 MG PO TABS,20.84,,,3334211710
4953809,CANDESARTAN CILEXETIL 32 MG PO TABS,20.83,,,6233206030
4953809,CANDESARTAN CILEXETIL 32 MG PO TABS,20.83,,,6233206090
4953809,CANDESARTAN CILEXETIL 32 MG PO TABS,17.19,,,6050536213
4953809,CANDESARTAN CILEXETIL 32 MG PO TABS,17.19,,,6050536219
4953810,PROPAFENONE HCL 225 MG PO TABS,6,,,5348955201
4953810,PROPAFENONE HCL 225 MG PO TABS,6,,,6373951010
4953810,PROPAFENONE HCL 225 MG PO TABS,11.65,,,0591058301
4953810,PROPAFENONE HCL 225 MG PO TABS,11.65,,,0603544921
4953810,PROPAFENONE HCL 225 MG PO TABS,11.65,,,5009029490
4953810,PROPAFENONE HCL 225 MG PO TABS,11.65,,,5009029750
4953810,PROPAFENONE HCL 225 MG PO TABS,11.65,,,5965125701
4953810,PROPAFENONE HCL 225 MG PO TABS,11.65,,,6255923101
4953810,PROPAFENONE HCL 225 MG PO TABS,11.3,,,0603544925
4953811,DESVENLAFAXINE ER 100 MG PO TB24,23.22,,,6330419230
4953811,DESVENLAFAXINE ER 100 MG PO TB24,23.22,,,6330419290
4953812,LAMOTRIGINE ER 50 MG PO TB24,65.47,,,0228143503
4953812,LAMOTRIGINE ER 50 MG PO TB24,65.47,,,1366834030
4953812,LAMOTRIGINE ER 50 MG PO TB24,65.47,,,1671462401
4953812,LAMOTRIGINE ER 50 MG PO TB24,65.47,,,4229144430
4953812,LAMOTRIGINE ER 50 MG PO TB24,65.47,,,5281724130
4953812,LAMOTRIGINE ER 50 MG PO TB24,65.47,,,6516295603
4953812,LAMOTRIGINE ER 50 MG PO TB24,52.3,,,5253625103
4953812,LAMOTRIGINE ER 50 MG PO TB24,48.5,,,4988456211
4953812,LAMOTRIGINE ER 50 MG PO TB24,25.14,,,5511171830
4953815,QUETIAPINE FUMARATE 6.25MG PO SPLIT TABS,19.98,,,9999101523
4953815,QUETIAPINE FUMARATE 6.25MG PO SPLIT TABS,18.89,,,99999100447
4953816,CARBIDOPA-LEVODOPA ER 25-100 MG PO SPLIT TAB,7.91,,,9999101525
4953816,CARBIDOPA-LEVODOPA ER 25-100 MG PO SPLIT TAB,7.91,,,99999100448
4953817,REPAGLINIDE 1 MG PO SPLIT TABS,18.3,,,9999101375
4953817,REPAGLINIDE 1 MG PO SPLIT TABS,18.3,,,99999100449
4953818,MELATONIN 0.5 MG PO SPLIT TAB,.5,,,9999101374
4953818,MELATONIN 0.5 MG PO SPLIT TAB,.5,,,99999100451
4953819,CARVEDILOL PHOSPHATE ER 10 MG PO CP24,65.53,,,5140705030
4953819,CARVEDILOL PHOSPHATE ER 10 MG PO CP24,51.62,,,5766466383
4953819,CARVEDILOL PHOSPHATE ER 10 MG PO CP24,49.55,,,6050536783
4953819,CARVEDILOL PHOSPHATE ER 10 MG PO CP24,49.55,,,6050547133
4953820,OCUVITE ADULT 50+ PO CAPS,.5,,,2420846530
4953820,OCUVITE ADULT 50+ PO CAPS,.5,,,2420846540
4953820,OCUVITE ADULT 50+ PO CAPS,.5,,,2420846570
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,0761035520
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,0904522951
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,0904522959
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,3720526171
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,3720526178
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,4306390920
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,4306390930
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,4329256368
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,4329256436
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,4580249071
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,4580249078
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5009033560
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5009033690
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5182403001
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5182407201
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5295946915
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5295946920
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5295946924
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5295946928
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5295946930
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5295946960
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5504527372
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5504527375
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5504527376
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5504527378
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5528957920
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5528957930
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5789695101
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5789695105
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,5789695401
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6318759624
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6318759628
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6318759630
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6318779420
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6318798624
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6318798630
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6550401292
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6550401492
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6550411104
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6626734320
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6626734328
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6633600230
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6878889871
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6878889872
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6878889873
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6878889874
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6878889876
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6878889878
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,6878889879
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,7133502742
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,7133502743
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,7133502744
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,7133502745
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,7133502746
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,7133502747
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,7133502748
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,7133512827
4953821,NAPROXEN SODIUM 220 MG PO TABS,6,,,7218900340
4953822,FLUOXETINE HCL 30 MG PO SPLIT TABLETS,58.06,,,9999100494
4953823,HYDROCODONE-ACETAMINOPHEN 10-325 MG/15ML PO SOLN,63.42,,,6910160008
4953823,HYDROCODONE-ACETAMINOPHEN 10-325 MG/15ML PO SOLN,63.42,,,6910160015
4953823,HYDROCODONE-ACETAMINOPHEN 10-325 MG/15ML PO SOLN,6,,,0121477107
4953823,HYDROCODONE-ACETAMINOPHEN 10-325 MG/15ML PO SOLN,6,,,0121477115
4953826,VITAMIN D (CHOLECALCIFEROL) 10 MCG (400 UNIT) PO TABS,.5,,,1656311302
4953826,VITAMIN D (CHOLECALCIFEROL) 10 MCG (400 UNIT) PO TABS,.5,,,3160401688
4953826,VITAMIN D (CHOLECALCIFEROL) 10 MCG (400 UNIT) PO TABS,.5,,,4329255881
4953826,VITAMIN D (CHOLECALCIFEROL) 10 MCG (400 UNIT) PO TABS,.5,,,4329256083
4953826,VITAMIN D (CHOLECALCIFEROL) 10 MCG (400 UNIT) PO TABS,.5,,,5789687401
4953826,VITAMIN D (CHOLECALCIFEROL) 10 MCG (400 UNIT) PO TABS,.5,,,9460410192
4953827,NABUMETONE 250 MG PO SPLIT TABLET,6,,,9999101376
4953827,NABUMETONE 250 MG PO SPLIT TABLET,6,,,99999100453
4953828,IMATINIB MESYLATE 100 MG PO TABS,63.95,,,6042992590
4953828,IMATINIB MESYLATE 100 MG PO TABS,533.74,,,4733547281
4953828,IMATINIB MESYLATE 100 MG PO TABS,506.4,,,1671470401
4953828,IMATINIB MESYLATE 100 MG PO TABS,506.2,,,5992372390
4953828,IMATINIB MESYLATE 100 MG PO TABS,505.65,,,0093762998
4953828,IMATINIB MESYLATE 100 MG PO TABS,505.64,,,6050529009
4953828,IMATINIB MESYLATE 100 MG PO TABS,505.64,,,6818039009
4953828,IMATINIB MESYLATE 100 MG PO TABS,505.42,,,5199137690
4953828,IMATINIB MESYLATE 100 MG PO TABS,505.1,,,43598034490
4953828,IMATINIB MESYLATE 100 MG PO TABS,505.09,,,0378224577
4953828,IMATINIB MESYLATE 100 MG PO TABS,505.09,,,4359834490
4953828,IMATINIB MESYLATE 100 MG PO TABS,505,,,7248520290
4953828,IMATINIB MESYLATE 100 MG PO TABS,43.47,,,5140726990
4953828,IMATINIB MESYLATE 100 MG PO TABS,28.44,,,7260655601
4953828,IMATINIB MESYLATE 100 MG PO TABS,267.14,,,0904690104
4953828,IMATINIB MESYLATE 100 MG PO TABS,200,,,4229204301
4953828,IMATINIB MESYLATE 100 MG PO TABS,200,,,4229204303
4953828,IMATINIB MESYLATE 100 MG PO TABS,1601.22,,,5026842611
4953828,IMATINIB MESYLATE 100 MG PO TABS,1601.22,,,5026842612
4953828,IMATINIB MESYLATE 100 MG PO TABS,1601.22,,,6068719211
4953828,IMATINIB MESYLATE 100 MG PO TABS,1601.22,,,6068719221
4953830,CULTURELLE HEALTH & WELLNESS PO CAPS,1,,,4910036404
4953832,METRONIDAZOLE 250 MG SPLIT TABLET,6,,,9999100498
4953833,BETHANECHOL CHLORIDE 2.5MG SPLIT TABLET,6,,,9999100499
4953834,LIOTHYRONINE SODIUM 12.5MCG SPLIT TABLET,6,,,9999100501
4953835,METFORMIN HCL ER (OSM) 500 MG PO TB24,86.22,,,0378600291
4953835,METFORMIN HCL ER (OSM) 500 MG PO TB24,86.22,,,2903303106
4953835,METFORMIN HCL ER (OSM) 500 MG PO TB24,86.22,,,4280640560
4953835,METFORMIN HCL ER (OSM) 500 MG PO TB24,86.22,,,6818033607
4953835,METFORMIN HCL ER (OSM) 500 MG PO TB24,45.41,,,0591271960
4953835,METFORMIN HCL ER (OSM) 500 MG PO TB24,45.41,,,4229158260
4953835,METFORMIN HCL ER (OSM) 500 MG PO TB24,45.41,,,4229159218
4953835,METFORMIN HCL ER (OSM) 500 MG PO TB24,22.61,,,1178803760
4953837,MELOXICAM 7.5 MG PO SPLIT TABS,6,,,9999101377
4953837,MELOXICAM 7.5 MG PO SPLIT TABS,218900,,,99999100457
4953838,LEVOTHYROXINE SODIUM 12.5 MCG SPLIT TABLET,6,,,9999101373
4953838,LEVOTHYROXINE SODIUM 12.5 MCG SPLIT TABLET,6,,,99999100458
4953839,PRAMIPEXOLE DIHYDROCHLORIDE 0.125 MG PO SPLIT TABS,14.75,,,9999101378
4953839,PRAMIPEXOLE DIHYDROCHLORIDE 0.125 MG PO SPLIT TABS,14.75,,,99999100459
4953841,AMIODARONE HCL 400 MG PO TABS,84.95,,,4229113930
4953841,AMIODARONE HCL 400 MG PO TABS,37.38,,,4249430903
4953841,AMIODARONE HCL 400 MG PO TABS,37.38,,,5186224230
4953841,AMIODARONE HCL 400 MG PO TABS,22.12,,,5167240570
4953841,AMIODARONE HCL 400 MG PO TABS,21.17,,,5167240576
4953844,METOLAZONE 2.5 MG PO SPLIT TABLET,14.65,,,9999100506
4953850,ESTROGRENS CONJUGATED 0.625 MG SPLIT TABLET,32.13,,,9999100512
4953853,RA PROBIOTIC DIGESTIVE CARE PO CAPS,1,,,11822574210
4953854,CALCIUM OYSTER SHELL 500 MG PO TABS,.5,,,0761093040
4953855,CARBAMAZEPINE 100 MG PO SPLIT TABS,8,,,9999100447
4953857,CHLOROQUINE PHOSPHATE 500 MG PO TABS,16.8,,,6498017802
4953857,CHLOROQUINE PHOSPHATE 500 MG PO TABS,15.63,,,0440725404
4953859,CHLOROQUINE PHOSPHATE 250 MG PO SPLIT TAB,60.28,,,9999100513
4953860,BISOPROLOL FUMARATE 2.5MG PO SPLIT TAB,6,,,9999100514
4953861,MACULAR VITAMIN BENEFIT PO TABS,1,,,9815200162
4953863,GINSENG 100 MG PO CAPS,6,,,1184512875
4953863,GINSENG 100 MG PO CAPS,6,,,5445812271
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,0378354505
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,0378354593
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,0440782730
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,1310703205
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,1310703230
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,1310703234
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,1310703239
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,5140735205
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,5140735230
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,5723701005
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,5723701030
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,5976214183
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,5976214185
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,6050502491
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,6050502498
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,6586203201
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,6586203203
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,6586203205
4953865,MIRTAZAPINE 45 MG PO TABS,6,,,6586203290
4953865,MIRTAZAPINE 45 MG PO TABS,18.5,,,1659015530
4953865,MIRTAZAPINE 45 MG PO TABS,18.5,,,1659015560
4953865,MIRTAZAPINE 45 MG PO TABS,14.26,,,1671470902
4953865,MIRTAZAPINE 45 MG PO TABS,14.26,,,5766450183
4953865,MIRTAZAPINE 45 MG PO TABS,14.25,,,5107908801
4953865,MIRTAZAPINE 45 MG PO TABS,14.25,,,5107908820
4953865,MIRTAZAPINE 45 MG PO TABS,14.25,,,6808412101
4953865,MIRTAZAPINE 45 MG PO TABS,14.25,,,6808412111
4953865,MIRTAZAPINE 45 MG PO TABS,14.23,,,5766450118
4953865,MIRTAZAPINE 45 MG PO TABS,14.21,,,1671470901
4953866,PHENELZINE SULFATE 15 MG PO TABS,6,,,4338636021
4953866,PHENELZINE SULFATE 15 MG PO TABS,6,,,5976201191
4953867,QC DAILY MULTIVITAMINS/IRON PO TABS,6,,,6386862401
4953868,LEVORPHANOL TARTRATE 2 MG PO TABS,267,,,0527323637
4953868,LEVORPHANOL TARTRATE 2 MG PO TABS,267,,,4235810210
4953868,LEVORPHANOL TARTRATE 2 MG PO TABS,267,,,6954341210
4953870,FISH OIL PEARLS 183.33 MG PO CAPS,.5,,,3160402840
4953872,LAMOTRIGINE ER 200 MG PO TB24,74.79,,,0228145303
4953872,LAMOTRIGINE ER 200 MG PO TB24,74.79,,,1366834230
4953872,LAMOTRIGINE ER 200 MG PO TB24,74.79,,,1671462601
4953872,LAMOTRIGINE ER 200 MG PO TB24,74.79,,,5281724330
4953872,LAMOTRIGINE ER 200 MG PO TB24,74.79,,,6516298603
4953872,LAMOTRIGINE ER 200 MG PO TB24,74.1,,,4229144630
4953872,LAMOTRIGINE ER 200 MG PO TB24,74.1,,,5253625303
4953872,LAMOTRIGINE ER 200 MG PO TB24,55.4,,,4988456411
4953872,LAMOTRIGINE ER 200 MG PO TB24,28.72,,,5511172030
4953874,REPAGLINIDE 0.5 MG PO SPLIT TABS,18.3,,,9999101379
4953874,REPAGLINIDE 0.5 MG PO SPLIT TABS,18.3,,,99999100477
4953875,ENALAPRIL MALEATE 5 MG PO SPLIT TABS,8.1,,,9999101380
4953875,ENALAPRIL MALEATE 5 MG PO SPLIT TABS,6,,,99999100478
4953876,GUANFACINE HCL ER 4 MG PO TB24,52.46,,,0228285511
4953876,GUANFACINE HCL ER 4 MG PO TB24,52.46,,,2497953801
4953876,GUANFACINE HCL ER 4 MG PO TB24,52.46,,,4229132701
4953876,GUANFACINE HCL ER 4 MG PO TB24,52.46,,,6050539301
4953876,GUANFACINE HCL ER 4 MG PO TB24,52.46,,,6330492701
4953876,GUANFACINE HCL ER 4 MG PO TB24,52.46,,,6362911051
4953876,GUANFACINE HCL ER 4 MG PO TB24,12.95,,,6042996301
4953877,DONEPEZIL HCL 2.5 MG PO SPLIT TAB,38.92,,,9999100521
4953878,ACETAZOLAMIDE 125 MG PO SPLIT TABLET,20.95,,,9999100522
4953881,TRANEXAMIC ACID 650 MG PO TABS,37.05,,,6808492932
4953881,TRANEXAMIC ACID 650 MG PO TABS,37.05,,,6808492933
4953881,TRANEXAMIC ACID 650 MG PO TABS,26.07,,,6699312130
4953881,TRANEXAMIC ACID 650 MG PO TABS,26.07,,,6991830130
4953881,TRANEXAMIC ACID 650 MG PO TABS,20.88,,,0591372030
4953881,TRANEXAMIC ACID 650 MG PO TABS,20.88,,,6050536381
4953881,TRANEXAMIC ACID 650 MG PO TABS,20.88,,,6050536383
4953882,PRIMIDONE 125MG PO SPLIT TABLET,6,,,9999100523
4953883,COLCHICINE 0.3MG SPLIT TABLET,40.67,,,9999100524
4953885,DEFERASIROX 125 MG PO TBSO,42.25,,,6275656883
4953885,DEFERASIROX 125 MG PO TBSO,240.7,,,4596345430
4953885,DEFERASIROX 125 MG PO TBSO,215.37,,,6787754930
4953885,DEFERASIROX 125 MG PO TBSO,215.37,,,6945215913
4953885,DEFERASIROX 125 MG PO TBSO,140.81,,,4359885530
4953885,DEFERASIROX 125 MG PO TBSO,140.81,,,6233232430
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,0093812301
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,0378402801
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,0440747330
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,0440747360
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,0440747390
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,0440747391
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,0832135911
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,0904552560
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,1672941501
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,1672941517
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,2315509501
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,4229126010
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,5009031431
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,5026827611
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,5026827615
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,5976223806
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,6042995601
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,6042995610
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,6050500960
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,6050500961
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,6050500968
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,6838278601
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,6838278610
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,6864546554
4953886,DOXAZOSIN MESYLATE 8 MG PO TABS,6,,,7161016016
4953887,FENOFIBRATE 40 MG PO TABS,10.45,,,0378439077
4953888,LISINOPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG PO TABS,7.57,,,7133500601
4953888,LISINOPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG PO TABS,7.57,,,7133500602
4953888,LISINOPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG PO TABS,7.57,,,7133500603
4953888,LISINOPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG PO TABS,7.57,,,7133500604
4953888,LISINOPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG PO TABS,7.57,,,7133500605
4953888,LISINOPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG PO TABS,7.57,,,7133504791
4953888,LISINOPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG PO TABS,7.57,,,7133504792
