Description,CURRENT PRICE,,,
SILVER SULFADIAZINE 1% CR 50GM,$90.72,,,
SILVERHAWK LS-M P4052,"$43,875.00",,,
SIMETHICONE 20 MG/0.3 ML UD,$2.00,,,
SIMETHICONE 40 MG/0.6 ML 30 ML,$6.69,,,
SIMETHICONE 80 MG CHEW TAB,$1.75,,,
SIMP BLADR IRRIG LAVGE/INSTILL,$636.57,,,
SIMPLE PROCEDURE,$326.70,,,
SIMULATION; COMPLEX,"$2,883.76",,,
SIMULATION; INTERMEDIATE,"$2,373.57",,,
SIMULATION; SIMPLE,"$1,707.15",,,
SIMVASTATIN 10 MG TAB,$16.74,,,
SIMVASTATIN 40 MG TAB,$1.02,,,
SINCALIDE 3 MCG INJ,$500.52,,,
SINCALIDE 5 MCG INJ,$510.78,,,
SINGLE PACER LEAD 1888TC 58CM,"$2,088.71",,,
SINGLE SHOT EPIDRL TRAY SS2252,$15.00,,,
SINUS OR JUGL CATH VENOGRAM,"$5,344.98",,,
SINUS TRACT INJ; DX,$337.05,,,
SINUS TRACT INJ; THERAPEUTIC,"$3,156.60",,,
SIROLIMUS 1 MG ORAL,$101.70,,,
SITAGLIPTIN 100 MG TAB,$89.80,,,
SITAGLIPTIN 25 MG,$89.57,,,
SITAGLIPTIN 50 MG,$89.68,,,
SITE IDENTIFIER BIOPSY,$25.00,,,
SK SP GRFT FC/NK/HF/G  100SQCM,"$7,517.19",,,
SK SUB GRFT F/N/HF/G CH ADD,"$1,338.67",,,
SKEL MUSC RELAXANT 3 OR MORE,$59.00,,,
SKELETAL MUSCLE RELAXANT 1/2,$54.00,,,
SKIN SUB GRAFT FACE/NK/HF/G,"$1,358.26",,,
SKIN SUB GRAFT T/A/L ADD-ON,$677.47,,,
SKIN SUB GRAFT TRNK/ARM/LEG,"$5,565.60",,,
SKIN SUB GRFT F/N/HF/G ADDL,"$1,018.69",,,
SKIN SUB GRFT T/ARM/LG CHLD,"$7,593.87",,,
SKIN SUBSTITUTE NOS,"$8,897.88",,,
SKIN TEST TB ID,$45.23,,,
SKN FULL GRFT EEN/LIPS=< 20 SQ,"$4,349.85",,,
SKN FULL GRFT F/GEN/HF=<20 SQ,"$4,349.85",,,
SKN FULL GRFT SCLP/A/L=< 20CM,"$4,349.85",,,
SKN SUB GRFT F/N/HF/G CHILD,"$5,635.26",,,
SKN SUB GRFT T/A/L CHLD ADD,"$1,293.00",,,
SLCTV WND DBRID  ADDL20CM/<,$676.41,,,
SLCTV WND DEBRIDEM 20 CM OR <,$676.41,,,
SLEEP STUDY UNATT&RESP EFFT,$817.84,,,
SLEEP STUDY; ATTENDED,"$1,816.28",,,
SLING & SWATH,$193.00,,,
SLIT PREPUCE DRSAL/ LAT NOT NB,"$4,702.77",,,
SM 153 LEXIDRONAM =< 150 MCI,"$40,092.18",,,
SM INT END W ILM W BX; SGL/MLT,"$3,958.68",,,
SM INT ENDO W ABLAT OF T/P/LES,"$3,958.68",,,
SM INT ENDO W ILEUM; DX,"$3,958.68",,,
SM INT ENDO W PERC PLC JEJUN T,"$3,958.68",,,
SM INT ENDO W STENT,"$11,907.84",,,
SM INTEST ENDO W BX SGL/MULT,"$3,958.68",,,
SM INTEST ENDO W REM TPL W SNR,"$3,958.68",,,
SMALL BOWEL ENDOSCOPY,"$3,958.68",,,
SMALL BOWEL ENDOSCOPY BR/WA,"$2,061.99",,,
SMALL BOWEL ENDOSCOPY/STENT,"$11,907.84",,,
SMEAR - GRAM OR GIEMSA,$85.59,,,
SMEAR - INFECTIOUS WET MOUNT,$57.00,,,
SMEAR COMPLEX STAIN,$126.18,,,
SMEAR FLUORESCENT OR AFB STAIN,$104.31,,,
SMEAR SPECIAL STAIN,$100.12,,,
SMINT END W REM HOT BX/BP CAUT,"$3,958.68",,,
SMPD1 GENE COMMON VARIANTS,$141.00,,,
SNARE 3.2FR 2-4MM 175X150CM,"$1,250.00",,,
SNARE 4FR KIT 10MMX120CM GSNK,"$1,250.00",,,
SNARE 6FR 12-20MM STD ENSNARE,"$1,250.00",,,
SNARE 6FR 6-10MM 120CM,"$1,250.00",,,
SNARE 6FR 9-15MM 100CM ENSNARE,"$1,250.00",,,
SNARE 7FR 18-30MM 120CM,"$1,250.00",,,
SNARE ENDO 3.2FR 4-8MM 175CM,"$1,250.00",,,
SNARE GSNK 20MMX120X20CM KIT,"$1,250.00",,,
SNARE GSNK KIT 35MMX120CM,"$1,250.00",,,
SNARE GSNK KIT 5MMX120CM 4FR,"$1,250.00",,,
SNARE MICRO KIT 4MMX175CM GSNK,"$1,250.00",,,
SNRPN/UBE3A GENE,$925.00,,,
SO 8 ABD RESTRAINT PRE OTS,$69.00,,,
SOD ACETATE 2 MEQ/ML 20 ML INJ,$18.90,,,
SOD ACETATE 4 MEQ/ML,$63.42,,,
SOD BICARB 325 MG TAB,$2.01,,,
SOD BICARB 4.2% 10 ML SYR,$64.86,,,
SOD BICARB 650 MG TAB,$1.96,,,
SOD BICARB 8.4% 10 ML SYR,$84.30,,,
SOD BICARB 8.4% 50 ML INJ,$58.71,,,
SOD BICARB 8.4% 50 ML SYR,$64.06,,,
SOD BICARBONATE PACKET,$2.00,,,
SOD CHL 0.45 KCL 20MEQ 1000ML,$60.00,,,
SOD CHL 0.9 KCL 20MEQ 1000ML,$60.00,,,
SOD CHL 0.9 KCL 40MEQ 1000ML,$60.00,,,
SOD CHL 14.6% 2.5 MEQ/ML INJ,$8.00,,,
SOD CHLORIDE 0.45 500 ML,$30.00,,,
SOD CHLORIDE 0.45% 1000 ML,$59.97,,,
SOD CHLORIDE 0.65% NASAL 45ML,$2.18,,,
SOD CHLORIDE 0.9% FLUSH 10ML,$38.28,,,
SOD CHLORIDE 0.9% GEL,$10.14,,,
SOD CHLORIDE 0.9% IRRIG 1000ML,$60.00,,,
SOD CHLORIDE 0.9% SD INJ 10ML,$4.47,,,
SOD CHLORIDE 1 GM TAB,$1.85,,,
SOD CHLORIDE 23.4% 30 ML INJ,$4.02,,,
SOD CHLORIDE 3% 500 ML,$32.70,,,
SOD CHLORIDE 3% NEB 15 ML,$4.50,,,
SOD CHLORIDE 5% OPH 15 ML,$18.17,,,
SOD FERRIC GLUCON  62.5 MG INJ,$190.80,,,
SOD GLYCOPHOSPHATE 20MMOL/20ML,$78.00,,,
"SOD HYALUR3%,CHON4% OVD 0.5 ML",$905.34,,,
SOD HYALURON OVD 5.5MG/0.55ML,$853.44,,,
SOD HYALURON OVD 8.5 MG/0.85ML,"$1,120.38",,,
SOD HYPOCHLORITE 1/2 480ML,$27.17,,,
SOD HYPOCHLORITE 1/4 480ML,$19.41,,,
SOD HYPOCHLORITE SOLN 480 ML,$19.41,,,
SOD PHOS/BIPHOS ENEMA 133 ML,$2.00,,,
SOD PHOSPHATE 3 MM/ML 15ML INJ,$88.47,,,
SOD POLYSTYRENE 15 GM/60 ML UD,$77.28,,,
SOD POLYSTYRENE 30 GM/120 ML,$384.46,,,
SOD TETRADECYL 3% 2 ML AMP,$562.50,,,
SOD THIOSULF 25% 50 ML INJ,$642.00,,,
SODIUM CITRATE 4% 500 ML BAG,$39.48,,,
SODIUM HYALURONATE 10 mg OVD,"$1,318.08",,,
SODIUM OTHER SOURCE,$134.40,,,
SODIUM PHOSPHATE 20 MEQ/5 ML V,$88.86,,,
SODIUM; URINE,$161.80,,,
"SOL,.9% NACL 150ML",$28.69,,,
"SOL,.9% NACL 50 ML",$28.70,,,
"SOL,IRRIG NACL 1000ML",$10.00,,,
"SOL,IRRIG WATER 1000",$10.00,,,
SOMATOMEDIN,$126.18,,,
SOMATOSTATIN,$102.87,,,
SONOTAP 22G X 80MM 1185-3E080,$19.00,,,
SORBITOL 70% SOLN 30 ML,$3.39,,,
SOTALOL HCL 80 MG TAB,$15.37,,,
SP CONSULT; 1ST TB W FS SGL SP,$130.02,,,
SPECIAL DOSIMETRY,$641.72,,,
SPECIAL PHYSICS CONSULT,"$1,379.44",,,
SPECIAL RADIATION TREATMENT,"$4,097.17",,,
SPECIAL STAINS GROUP 1,$149.94,,,
SPECIAL STAINS GROUP 2,$193.70,,,
SPECIMEN HANDLING PT-LAB,$26.00,,,
SPECTROPHOTOMETRY ANALYTE NES,$39.77,,,
SPEECH PASSY MUIR VALVE,$63.00,,,
SPEECH SOUND LANG COMPREHEN,$829.84,,,
SPEECH/HEARING THERAPY INDIV,$365.37,,,
SPENOPORTOGRAPHY INJECTION,$924.21,,,
SPERM ANTIBODIES,$39.54,,,
SPHERES 5-7 MICRONS,"$1,045.00",,,
SPIN/BRAIN PUMP REFIL & MAIN,$627.23,,,
SPINAL PUNCTURE LUMBAR DIAG,"$1,220.32",,,
SPIROMETRY,$167.30,,,
SPIRONOLACTONE 25 MG TAB,$2.73,,,
SPL AVULSE NP; EA ADDTL,$154.00,,,
SPL AVULSE NP; SGL,$466.20,,,
SPLEEN IMAGING ONLY,$969.12,,,
SPLENOPORTOGRAM,"$2,726.16",,,
SPLIT BLD PRODUCT EA UNIT,$173.15,,,
S-PORT WIRE 190CM ABBOTT,$154.64,,,
SPRING VAC-ASST DEVICE CELERO,$598.69,,,
SPRINT TACHY LEAD SIN COIL,"$13,600.00",,,
SPUN HEMATOCRIT,$13.71,,,
SQ INC ACHL TNDN W LCL ANE BIL,"$5,615.87",,,
SQ INC ACHL TNDN W LCL ANE LT,"$3,743.91",,,
SQ INC ACHL TNDN W LCL ANE RT,"$3,743.91",,,
SQ LIVE MMRV VACCINE,$11.35,,,
SREENING PAP SMEAR BY TECH,$119.76,,,
SREP F/E/N/L/MM; > 30.0CM,$468.57,,,
SREP F/E/N/L/MM; 12.6-20.0CM,"$1,057.35",,,
SREP F/E/N/L/MM; 2.5CM/<,$702.86,,,
SREP F/E/N/L/MM; 2.6-5.0CM,$468.57,,,
SREP F/E/N/L/MM; 20.1-30.0CM,$861.96,,,
SREP F/E/N/L/MM; 5.1-7.5CM,$468.57,,,
SREP F/E/N/L/MM; 7.6-12.5CM,$468.57,,,
SREP S/N/A/G/TR/E; > 30CM,$468.57,,,
SREP S/N/A/G/TR/E; 12.6-20.0CM,$861.96,,,
SREP S/N/A/G/TR/E; 2.5CM/<,$468.57,,,
SREP S/N/A/G/TR/E; 20.1-30.0CM,$861.96,,,
SREP S/N/A/G/TR/E; 7.6-12.5CM,$468.57,,,
SREPS/N/A/G/TR/E; 2.6-7.5CM,$468.57,,,
ST BX BACK/FLANK; DEEP,"$3,738.60",,,
ST BX BACK/FLANK; SUPERF,"$3,738.60",,,
ST BX; HIP/PELVIS; DEEP BIL,"$5,607.90",,,
ST BX; HIP/PELVIS; DEEP LT,"$3,738.60",,,
ST BX; HIP/PELVIS; DEEP RT,"$3,738.60",,,
ST JUDE TENDRIL ST PACING LEAD,"$2,088.71",,,
STAB PHLEB VEINS XTR 10-20 BIL,"$10,369.98",,,
STAB PHLEB VEINS XTR 10-20 LT,"$6,913.32",,,
STAB PHLEB VEINS XTR 10-20 RT,"$6,913.32",,,
STAPH A DNA AMP PROBE,$129.99,,,
STAPLES BARBED 7/8IN,"$8,358.96",,,
STATLOCK IAB SECURE DEVICE,$48.26,,,
STEM CELLS TOTAL COUNT,$233.34,,,
STENT 10X37MM 75CM BIL EXPR,"$1,656.25",,,
STENT 10X80 VIATGOR COVERED,"$5,471.44",,,
STENT 120CMX5X40MM BIL XPERT,"$1,656.25",,,
STENT 120X7X130CM BIL FLEXSTAR,"$1,656.25",,,
STENT 12MMX40MM 80CM LUMINEXX,$558.92,,,
STENT 14X60MMX75CM 9FR,"$1,656.25",,,
STENT 17X6X20MMX75CM EXPRESS,"$1,656.25",,,
STENT 2.25 X 23MM MLTLNK VISN,"$1,656.25",,,
STENT 2.25 X 28MM MLTLNK VISN,"$1,656.25",,,
STENT 2.25MMX23MM MLTLNK VISN,"$1,656.25",,,
STENT 2.25MMX28MM MLTLNK VISN,"$1,656.25",,,
STENT 2.25X12MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2.25X28MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2.25X8MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2.5MMX08MM MLTLNK VISN,"$1,656.25",,,
STENT 2.5MMX15MM MLTLNK VISN,"$1,656.25",,,
STENT 2.5MMX18MM MLTLNK VISN,"$1,656.25",,,
STENT 2.5MMX28MM MLTLNK VISN,"$1,656.25",,,
STENT 2.5X12MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2.5X15MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2.5X18MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2.5X23MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2.5X8MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2MMX12MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2MMX15MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2MMX18MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2MMX23MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2MMX28MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2MMX8MM MLTLNK VISN RX,"$1,656.25",,,
STENT 2X15MM MLTLNK VISN OTW,"$1,656.25",,,
STENT 3.5MMX08MM MLTLNK VISN,"$1,656.25",,,
STENT 3.5MMX12MM MLTLNK VISN,"$1,656.25",,,
STENT 3.5MMX15MM MLTLNK VISN,"$1,656.25",,,
STENT 3.5MMX18MM MLTLNK VISN,"$1,656.25",,,
STENT 3.5MMX23MM MLTLNK VISN,"$1,656.25",,,
STENT 3.5MMX28MM MLTLNK VISN,"$1,656.25",,,
STENT 3.5X12MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3.5X15MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3.5X18MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3.5X23MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3.5X28MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3.5X8MM MLTLNK VISN RX,"$1,656.25",,,
STENT 37MM BIL 8X40MM 75CM EXP,"$1,656.25",,,
STENT 3MMX08MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3MMX12MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3MMX15MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3MMX18MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3MMX23MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3MMX28MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3MMX8MM MLTLNK VISN RX,"$1,656.25",,,
STENT 3X28 MULTILINK VISION RX,"$1,656.25",,,
STENT 418 BLRY 5X16MMX135CM,"$1,656.25",,,
STENT 418 BLRY 5X20MMX135CM,"$1,656.25",,,
STENT 4MMX08MM MLTLNK VISN RX,"$1,656.25",,,
STENT 4MMX12MM MLTLNK VISN RX,"$1,656.25",,,
STENT 4MMX15MM MLTLNK VISN RX,"$1,656.25",,,
STENT 4MMX23MM MLTLNK VISN RX,"$1,656.25",,,
STENT 4MMX28MM MLTLNK VISN RX,"$1,656.25",,,
STENT 4MMX8MM MLTLNK VISN RX,"$1,656.25",,,
STENT 4X18MM MLTLNK VISN RX,"$1,656.25",,,
STENT 4X30MM 80CM BIL FRMLA,"$1,656.25",,,
STENT 57X6X37MMX75CM EXPR,"$1,656.25",,,
STENT 57X7X20MMX75CM EXPR,"$1,656.25",,,
STENT 5MM X 15MM CORDIS,"$1,656.25",,,
STENT 5X37X80 VISI PRO,"$1,656.25",,,
STENT 6FRX26CM URET PERCUFLX,$138.70,,,
STENT 6FRX28CM URET PERCUFLX,"$1,656.25",,,
STENT 6MMX30MMX135CM CAROTID,"$1,656.25",,,
STENT 6MMX5CM VIA VASC 120CM,"$5,471.44",,,
STENT 6MMX5X110CM VIABAHN,"$1,656.25",,,
STENT 6X120X130MM BIL FLEXSTAR,"$1,656.25",,,
STENT 6X170X130MM FLEXSTAR XL,"$1,656.25",,,
STENT 6X18MMX80CM RACER OTW,"$1,656.25",,,
STENT 6X200X120 EVERFLEX,"$1,656.25",,,
STENT 6X40X130CM FLEXSTAR VASC,"$1,656.25",,,
STENT 6X60X130MM BIL FLEXSTAR,"$1,656.25",,,
STENT 7FRX26CM URET PERCUFLEX,$138.70,,,
STENT 7FRX28CM URET PERCUFLX,$138.70,,,
STENT 7MMX15X120CM VIABAHN,"$1,656.25",,,
STENT 7MMX5X120CM VIABAHN,"$1,656.25",,,
STENT 7X 30MM BILIARY LUMINEX,"$1,656.25",,,
STENT 7X100X130MM BIL FLEXSTAR,"$1,656.25",,,
STENT 7X100X135 ABBOTT ABSPRO,"$1,656.25",,,
STENT 7X120X130MM BIL FLEXSTAR,"$1,656.25",,,
STENT 7X27X75 EXPRESS BILIARY,"$1,656.25",,,
STENT 7X30MMX132CM RX ACCULINK,"$1,656.25",,,
STENT 7X37MMX75CM EXPRESS BIL,"$1,656.25",,,
STENT 7X60XX135 ABBOTT ABSPRO,"$1,656.25",,,
STENT 7X80X135 ABBOTT ABSPRO,"$1,656.25",,,
STENT 80X6X130 BIL FLEXSTAR,"$1,656.25",,,
STENT 8FRX24CM PERCFLX PERC,$138.70,,,
STENT 8X200X120 EVERFLEX,"$1,656.25",,,
STENT 8X27X75 EXPRESS BILARY,"$1,656.25",,,
STENT 8X57MM 75CM BIL EXPR,"$1,656.25",,,
STENT 8X60MM 80CM BIL ABSOLUTE,"$1,656.25",,,
STENT 8X60X135XABBOTT ABSPRO,"$1,656.25",,,
STENT 9-7MMX40MM TPRD XACT,"$5,471.44",,,
STENT 9FR 14X40,"$1,656.25",,,
STENT 9X37MMX75CM EXPRESS BIL,"$1,656.25",,,
STENT AAA COATED ESBE-32-39-ZT,"$5,471.44",,,
STENT ABBOTT XACT 10 8MMX40MM,"$2,918.00",,,
STENT ABBOTT XACT 8-6MMX30MM,$625.00,,,
STENT ABBOTT XACT 8-6MMX40MM,$625.00,,,
STENT ABBOTT XPERT 4X60X120XM,"$1,656.25",,,
STENT ABSOLUTE 10X20MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 10X40MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 10X60MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 6X100MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 6X40MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 6X60MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 6X80MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 7X100MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 7X40MM,"$1,656.25",,,
STENT ABSOLUTE 7X40MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 7X60MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 7X80MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 8X100MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 8X40MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 8X60MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 8X80MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 9X40MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 9X60MMX135CM,"$1,656.25",,,
STENT ABSOLUTE 9X80MMX135CM,"$1,656.25",,,
STENT AMPLATZ URET 8FRC24CM,$138.70,,,
STENT ASSRNT COB 6FR 8X40X80,"$1,656.25",,,
STENT ASSURANT 10.0X30MM 130CM,"$1,656.25",,,
STENT ASSURANT 10.0X60MM 80CM,"$1,656.25",,,
STENT ASSURANT 6.0X20MM 130CM,"$1,656.25",,,
STENT ASSURANT 6.0X20MM 80CM,"$1,656.25",,,
STENT ASSURANT 6.0X30MM 130CM,"$1,656.25",,,
STENT ASSURANT 6.0X60MM 80CM,"$1,656.25",,,
STENT ASSURANT 7.0X20MM 130CM,"$1,656.25",,,
STENT ASSURANT 7.0X20MM 80CM,"$1,656.25",,,
STENT ASSURANT 8.0X20MM 130CM,"$1,656.25",,,
STENT ASSURANT 8.0X20MM 80CM,"$1,656.25",,,
STENT ASSURANT 8.0X30MM 130CM,"$1,656.25",,,
STENT ASSURANT 9.0X30MM 130CM,"$1,656.25",,,
STENT ASSURANT 9.0X60MM 80CM,"$1,656.25",,,
STENT ATRIUM CAST 6X38MMX120CM,$625.00,,,
STENT ATRIUM ICAST 10X38X120CM,"$5,471.44",,,
STENT ATRIUM ICAST 5X22X120CM,"$5,471.44",,,
STENT ATRIUM ICAST 6X16X120CM,"$5,471.44",,,
STENT ATRIUM ICAST 6X22X120CM,"$5,471.44",,,
STENT ATRIUM ICAST 6X38X80CM,"$5,471.44",,,
STENT ATRIUM ICAST 6X59X120CM,"$5,471.44",,,
STENT ATRIUM ICAST 7X16X120CM,"$5,471.44",,,
STENT ATRIUM ICAST 7X22X120CM,"$5,471.44",,,
STENT ATRIUM ICAST 7X38MMX80CM,"$5,471.44",,,
STENT ATRIUM ICAST 7X59X120CM,"$5,471.44",,,
STENT ATRIUM ICAST 7X59X80CM,"$5,471.44",,,
STENT ATRIUM ICAST 8X38MMX80CM,"$5,471.44",,,
STENT ATRIUM ICAST 8X38X120CM,"$5,471.44",,,
STENT ATRIUM ICAST 8X59MMX80CM,"$5,471.44",,,
STENT ATRIUM ICAST 8X59X120CM,"$5,471.44",,,
STENT ATRIUM ICAST 9X38X80CM,"$5,471.44",,,
STENT ATRIUM ICAST 9X59X120CM,"$5,471.44",,,
STENT ATRIUM ICST 9X38MMX120CM,"$5,471.44",,,
STENT ATRM ICAST 7X22MMX120CM,"$5,471.44",,,
STENT AURORA 10.0X20MM 120CM,"$1,656.25",,,
STENT AURORA 10.0X20MM 75CM,"$1,656.25",,,
STENT AURORA 10.0X40MM 120CM,"$1,656.25",,,
STENT AURORA 10.0X40MM 75CM,"$1,656.25",,,
STENT AURORA 10.0X60MM 120CM,"$1,656.25",,,
STENT AURORA 10.0X60MM 75CM,"$1,656.25",,,
STENT AURORA 6.0X20MM 75CM,"$1,656.25",,,
STENT AURORA 6.0X40MM 120CM,"$1,656.25",,,
STENT AURORA 6.0X40MM 75CM,"$1,656.25",,,
STENT AURORA 6.0X60MM 75CM,"$1,656.25",,,
STENT AURORA 6.0X80MM 120CM,"$1,656.25",,,
STENT AURORA 6.0X80MM 75CM,"$1,656.25",,,
STENT AURORA 7.0X20MM 120CM,"$1,656.25",,,
STENT AURORA 7.0X20MM 75CM,"$1,656.25",,,
STENT AURORA 7.0X40MM 120CM,"$1,656.25",,,
STENT AURORA 7.0X40MM 75CM,"$1,656.25",,,
STENT AURORA 7.0X60MM 120CM,"$1,656.25",,,
STENT AURORA 7.0X60MM 75CM,"$1,656.25",,,
STENT AURORA 7.0X80MM 120CM,"$1,656.25",,,
STENT AURORA 7.0X80MM 75CM,"$1,656.25",,,
STENT AURORA 8.0X20MM 120CM,"$1,656.25",,,
STENT AURORA 8.0X20MM 75CM,"$1,656.25",,,
STENT AURORA 8.0X60MM 120CM,"$1,656.25",,,
STENT AURORA 8.0X60MM 75CM,"$1,656.25",,,
STENT AURORA 8.0X80MM 120CM,"$1,656.25",,,
STENT AURORA 8.0X80MM 75CM,"$1,656.25",,,
STENT AURORA 9.0X20MM 120CM,"$1,656.25",,,
STENT AURORA 9.0X60MM 120CM,"$1,656.25",,,
STENT AURORA 9.0X60MM 75CM,"$1,656.25",,,
STENT AURORA 9.0X80MM 120CM,"$1,656.25",,,
STENT AURORA 9.0X80MM 75CM,"$1,656.25",,,
STENT BALN BILRY HMW-14-135-ST,"$1,656.25",,,
STENT BARD LUMINEXX SE,"$1,656.25",,,
STENT BE  5X12X80 HERCULINK,"$1,656.25",,,
STENT BE  6X12X80 HERCULINK,"$1,656.25",,,
STENT BE 10X19X135 OMNILINK,"$1,656.25",,,
STENT BE 10X19X80 OMNILINK,"$1,656.25",,,
STENT BE 10X29X135 OMNILINK,"$1,656.25",,,
STENT BE 10X29X80 OMNILINK,"$1,656.25",,,
STENT BE 10X39X80 OMNILINK,"$1,656.25",,,
STENT BE 10X59X80 OMNILINK,"$1,656.25",,,
STENT BE 4.5X12X135 HERCULINK,"$1,656.25",,,
STENT BE 4.5X12X80 HERCULINK,"$1,656.25",,,
STENT BE 4.5X15X80 HERCULINK,"$1,656.25",,,
STENT BE 4.5X18X80 HERCULINK,"$1,656.25",,,
STENT BE 4X12X135 HERCULINK,"$1,656.25",,,
STENT BE 4X12X80 HERCULINK,"$1,656.25",,,
STENT BE 4X15X135 HERCULINK,"$1,656.25",,,
STENT BE 4X15X80 HERCULINK,"$1,656.25",,,
STENT BE 4X18X135 HERCULINK,"$1,656.25",,,
STENT BE 4X18X80 HERCULINK,"$1,656.25",,,
STENT BE 5.5X12X135 HERCULINK,"$1,656.25",,,
STENT BE 5.5X12X80 HERCULINK,"$1,656.25",,,
STENT BE 5.5X15X135 HERCULINK,"$1,656.25",,,
STENT BE 5.5X15X80 HERCULINK,"$1,656.25",,,
STENT BE 5.5X18X80 HERCULINK,"$1,656.25",,,
STENT BE 5X12X135 HERCULINK,"$1,656.25",,,
STENT BE 5X15X135 HERCULINK,"$1,656.25",,,
STENT BE 5X18X135 HERCULINK,"$1,656.25",,,
STENT BE 6.5X12X135 HERCULINK,"$1,656.25",,,
STENT BE 6.5X12X80 HERCULINK,"$1,656.25",,,
STENT BE 6.5X15X135 HERCULINK,"$1,656.25",,,
STENT BE 6.5X15X80 HERCULINK,"$1,656.25",,,
STENT BE 6.5X18X135 HERCULINK,"$1,656.25",,,
STENT BE 6.5X18X80 HERCULINK,"$1,656.25",,,
STENT BE 6X12X135 HERCULINK,"$1,656.25",,,
STENT BE 6X12X135 OMNILINK,"$1,656.25",,,
STENT BE 6X12X80 OMNILINK,"$1,656.25",,,
STENT BE 6X16X135 OMNILINK,"$1,656.25",,,
STENT BE 6X16X80 OMNILINK,"$1,656.25",,,
STENT BE 6X19X135 OMNILINK,"$1,656.25",,,
STENT BE 6X19X80 OMNILINK,"$1,656.25",,,
STENT BE 6X29X80 OMNILINK,"$1,656.25",,,
STENT BE 6X39X80 OMNILINK,"$1,656.25",,,
STENT BE 6X59X80 OMNILINK,"$1,656.25",,,
STENT BE 7X12X135 OMNILINK,"$1,656.25",,,
STENT BE 7X12X80 OMNILINK,"$1,656.25",,,
STENT BE 7X15X135 HERCULINK,"$1,656.25",,,
STENT BE 7X16X135 OMNILINK,"$1,656.25",,,
STENT BE 7X16X80 OMNILINK,"$1,656.25",,,
STENT BE 7X19X135 OMNILINK,"$1,656.25",,,
STENT BE 7X19X80 OMNILINK,"$1,656.25",,,
STENT BE 7X29X80 OMNILINK,"$1,656.25",,,
STENT BE 7X39X80 OMNILINK,"$1,656.25",,,
STENT BE 7X59X80 OMNILINK,"$1,656.25",,,
STENT BE 8X19X135 OMNILINK,"$1,656.25",,,
STENT BE 8X19X80 OMNILINK,"$1,656.25",,,
STENT BE 8X29X80 OMNILINK,"$1,656.25",,,
STENT BE 8X39X80 OMNILINK,"$1,656.25",,,
STENT BE 8X59X80 OMNILINK,"$1,656.25",,,
STENT BE 9X19X135 OMNILINK,"$1,656.25",,,
STENT BE 9X19X80 OMNILINK,"$1,656.25",,,
STENT BE 9X29X135 OMNILINK,"$1,656.25",,,
STENT BE 9X29X80 OMNILINK,"$1,656.25",,,
STENT BE 9X39X80 OMNILINK,"$1,656.25",,,
STENT BE 9X59X80 OMNILINK,"$1,656.25",,,
STENT BIFURCATION 36X14X103,"$8,023.97",,,
STENT BIL .014IN RX 7X18X135,"$1,656.25",,,
STENT BIL 12MM 6FR 60MM 80CM,"$1,547.80",,,
STENT BIL 20MMX14MM VASC 80CM,"$1,656.25",,,
STENT BIL 40MM 14MM VASC 80CM,"$1,656.25",,,
STENT BIL 5X120X120MM SUPERA,"$1,656.25",,,
STENT BIL 5X40X120MM SUPERA,"$1,656.25",,,
